title,descripcion,salario,experience_text,url,company,location,source,salario_numerico,seniority,years_required,skills
Despachador Logístico / Turno Día / San Bernardo,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-consultor-erp?p=4,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Despachador Logístico Pudahuel,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-consultor-erp?p=4,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Asistente Contable,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-consultor-erp?p=4,No especificada,Chile,Computrabajo,0.0,Junior,0,"['Python', 'SQL', 'Machine Learning']"
Analista Contable Puente Alto,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-consultor-erp?p=4,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Analista De Recursos Humanos,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-consultor-erp?p=4,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Analista Senior De Remuneraciones,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-consultor-erp?p=4,No especificada,Chile,Computrabajo,0.0,Senior,0,"['Python', 'SQL', 'Machine Learning']"
Despachador Logístico Cerrillos Temporada Cyber 780.000 Liquidos Mensuales,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-consultor-erp?p=3,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Operario Administrativo / Pudahuel / Turno Tarde,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-consultor-erp?p=3,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Despachador Logístico / San Bernardo  Noche  /  Cyber,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-consultor-erp?p=3,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
"Operario Administrativo Logística, Para Temporada Cyber / San Bernardo",nan,nan,nan,https://cl.computrabajo.com/trabajo-de-consultor-erp?p=3,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Despachador Logístico Con Amplios Conocimientos En Excel / Pudahuel / Turno Tarde / $730.000,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-consultor-erp?p=3,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Despachador Logístico San Bernardo Temporada Cyber 780.000 Líquidos Mensuales,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-consultor-erp?p=3,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
"Operario Administrativo Excel / San Bernardo, Temporada Cyber / San Bernardo",nan,nan,nan,https://cl.computrabajo.com/trabajo-de-consultor-erp?p=3,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Despachador Logístico Con Conocimientos En Excel / Pudahuel / Turno Rotativo / $730.000,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-consultor-erp?p=3,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Administrativo De Transporte / Las Condes /  Turno Madrugada / $730.000,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-consultor-erp?p=3,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Despachador Logístico / Pudahuel / Turno Noche / $780.000 Ingreso Inmediato,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-consultor-erp?p=3,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Administrativo De Transportes / San Bernardo / Modalidad Híbrida Horario Nocturno / $780.000,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-consultor-erp?p=3,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
"Despachador Logístico / Coordinador De Patio / Temporada Cyber Pudahuel, La Farfana",nan,nan,nan,https://cl.computrabajo.com/trabajo-de-consultor-erp?p=2,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Contador/ Autor/A Experiencia En Importación Y Exportación,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-consultor-erp?p=2,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Especialista En Gestión De Costos E Inventarios,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-consultor-erp?p=2,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Ejecutivo Comercial,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-consultor-erp?p=2,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Despachador Logístico Con Amplios Conocimientos En Excel / Pudahuel / Turno Madrugada / $780.000,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-consultor-erp?p=2,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
"Despachador Logístico / Coordinador De Patio / Pudahuel, La Farfana",nan,nan,nan,https://cl.computrabajo.com/trabajo-de-consultor-erp?p=2,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
"Operario Administrativo Excel / San Bernardo, Temporada Cyber / San Bernardo Ingreso Inmediato",nan,nan,nan,https://cl.computrabajo.com/trabajo-de-consultor-erp?p=2,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Operario Administrativo / Pudahuel / Turno Tarde  $600.000,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-consultor-erp?p=2,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Despachador Logístico Con Conocimientos En Excel Pudahuel / Turno Rotativo /Ingreso Inmediato,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-consultor-erp?p=2,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
"Despachador Logístico Con Conocimientos En Excel , Pudahuel , Turno Rotativo , $730.000",nan,nan,nan,https://cl.computrabajo.com/trabajo-de-consultor-erp?p=2,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Despachador Logístico / Noche / San Bernardo,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-consultor-erp?p=2,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Administrativo De Transporte Modalidad Híbrida / Las Condes / Turno Rotativo  / $730.000,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-consultor-erp?p=2,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Ingeniero Recursos Humanos (Recién Titulado),nan,nan,nan,https://cl.computrabajo.com/trabajo-de-consultor-erp,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Consultor Contable Bilingüe (Ifrs / Us Gaap) Boletas De Honorarios,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-consultor-erp,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Analista Contable Consultora De Recursos Humanos,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-consultor-erp,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Vendedores/As Integrales Part Time,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-consultor-erp,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Agente De Comercial Para Rubro Mineria E Industrial Quilicura,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-consultor-erp,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Tesorero/A,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-consultor-erp,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Contador/A Auditor/A Con Experiencia En Importaciones,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-consultor-erp,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Supervisor/A De Logística Para Consultora,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-consultor-erp,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Supervisor/A De Logística,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-consultor-erp,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Operario Administrativo Excel / San Bernardo,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-consultor-erp,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
"Operario Administrativo Logística Con Excel, Para Temporada Cyber / San Bernardo Turno Madrugada",nan,nan,nan,https://cl.computrabajo.com/trabajo-de-consultor-erp,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Supervisor/ Logístico,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-consultor-erp,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
"Asistente Comercial, Planta De Productos Químicos Y Productos De Limpieza",nan,nan,nan,https://cl.computrabajo.com/trabajo-de-consultor-erp,No especificada,Chile,Computrabajo,0.0,Junior,0,"['Python', 'SQL', 'Machine Learning']"
Asistente Senior De Contabilidad,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-consultor-erp,No especificada,Chile,Computrabajo,0.0,Senior,0,"['Python', 'SQL', 'Machine Learning']"
Control Interno / Encargado De Guardias Proyecto Easy Cyber Maipú,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=13,No especificada,Chile,Computrabajo,0.0,Junior,0,"['Python', 'SQL', 'Machine Learning']"
Supervisor De Mantenimiento Eléctrico Proyecto 6 Meses,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=13,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Ingeniero Supervisor Del Rubro Electrico,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=13,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Supervisor De Transporte Y Logística,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=13,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Ingeniero Requerimientos Redes Y Telecomunicaciones,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=13,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Supervisor Proyecto Team Protectores Solares,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=13,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Supervisor De Terreno Obras Hidráulicas Y Civiles,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=13,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Supervisor Eléctrico,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=13,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Product Manager Planificación Y Control / Híbrido 1 Día A La Semana En Oficina,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=13,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Encargado/A De Planificación Y Cuadratura,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=13,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Jefe De Gestión De Calidad Y Planificación,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=13,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Encargada De Compras,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=12,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Coordinador Gestión De Proyectos (Análisis De Datos Y Presupuestos),nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=12,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Supervisor/A De Cajeros/As Bancarios,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=12,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Supervisor/A De Cajeros,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=12,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Supervisor,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=12,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Supervisor De Operaciones,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=12,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
"Rancagua, Supervisor Zonal De Transporte Y Logistica",nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=12,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
"Region Metropolitana, Supervisor Zonal De Transporte Y Logistica",nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=12,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
"Talca, Supervisor Zonal De Transporte Y Logistica",nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=12,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
"Valparaiso, Supervisor Zonal De Transporte Y Logistica",nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=12,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Supervisor De Transporte Y Logística Part Time,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=12,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Coordinador En Terreno (Site Manager),nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=12,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Coordinador De Flota Y Transporte Tmm,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=12,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Coordinador De Rrhh  / Huechuraba (Por Proyecto),nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=12,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Jefe De Proyectos / Experiencia En Corredora De Bolsa,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=11,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Se Requiere Coordinador/A De Transporte Con Experiencia,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=11,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Coordinador Transporte Proyecto Antofagasta,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=11,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Control Interno / Encargado De Guardias Proyecto Easy Cyber La Florida,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=11,No especificada,Chile,Computrabajo,0.0,Junior,0,"['Python', 'SQL', 'Machine Learning']"
Encargado De Proyecto De Asistencia (Geovictoria),nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=11,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Ingeniero En Ejecución Encargado De Compras Y Adquisiciones,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=10,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Encargado Uniformes San Bernardo // $600.000 Liquido // Proyecto,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=10,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Ingeniero Supervisor  Rubro Electrico,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=10,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Administrador De Contratos O Proyectos Infraestructura/ Experiencia En El Rubro Ti O Electricidad,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=10,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Jefe De Proyectos Ti / Experiencia En Corredora De Bolsa O Inversiones,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=10,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Jefe De Proyectos / Ingeniero En Construcción/ Ingeneiría Civil,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=10,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Ejecutivo/A Front Desk,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=10,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Supervisor De Planificación Y Control De Producción Agrícola,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=10,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Lider De Planificación De Demanda,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=10,No especificada,Chile,Computrabajo,0.0,Senior,0,"['Python', 'SQL', 'Machine Learning']"
Encargado De Control De Materiales,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=10,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Encargado/A De Preparación Y Atención Al Cliente,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=9,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Supervisor De Terreno,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=9,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Encargado De Calidad Santiago,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=9,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Subgerente De Operaciones,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=9,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Supervisor De Obra Area Electricidad,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=9,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Lead Consultant Sap Bw Bilingue,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=9,No especificada,Chile,Computrabajo,0.0,Senior,0,"['Python', 'SQL', 'Machine Learning']"
Administrador O Jefe De Planificación Y Control De Mantenimiento,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=9,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Jefe De Proyectos Mesa De Dinero,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=9,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
"Administrador De Contrato, Proyecto Calama 4X3",nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=9,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Administrador De Contrato Con Experiencia Ferroviaria,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=9,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Ejecutivo/A Telefónico. Experiencia Servicios Financieros,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=9,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Jefe De Ingeniería,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=9,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Jefe De Proyectos / Experiencia En Inversiones,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=8,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Ejecutivo De Reclutamiento Y Selección Por Proyecto,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=8,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Encargado De Proyecto,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=8,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Jefe De Terreno,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=8,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Jefe De Servicio(Proyecto),nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=8,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Administrador De Proyectos Y Contratos / Providencia / Ingenieros(A),nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=8,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Gestor De Permisos,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=8,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Ejecutivo Comercial Rubro Automotriz Antofagasta,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=8,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Administrador De Contrato Santiago,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=8,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Coordinador/A De Proyecto Digital Backbone,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=8,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Subgerente De Planificación,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=8,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Jefe/A De Planificación,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=8,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Jefe De Planificación,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=8,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Administrador De Contrato De Mantención De Subestaciones Proyecto Santiago,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=8,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Coordinador De Planificación Y Control,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=8,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Administrador De Contrato Proyecto Epc Subestación Eléctrica,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=7,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Coordinador Operacional De Procesos Y Experiencia Cliente (Proyecto),nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=7,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Administrador Senior De Contratos,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=7,No especificada,Chile,Computrabajo,0.0,Senior,0,"['Python', 'SQL', 'Machine Learning']"
Ejecutivo/A Telefónico/A. Call Center. Exp. Productos Intangibles,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=7,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Encargado De Planificación,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=7,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Jefe De Terreno Concepción,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=7,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
"Encargado De Control Documental,  Oficina Técnica",nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=7,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Encargado De Proyecto Y Servicios Generales $1.400.000 Liquidos + Colacion Y Bus /Lun A Vie,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=7,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Ejecutivo Cobranza Soporte Prejudicial,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=7,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Ejecutivo Cobranza Soporte Judicial,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=7,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Ejecutivo De Cobranza Pre Judicial,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=7,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
