title,descripcion,salario,experience_text,url,company,location,source,salario_numerico,seniority,years_required,skills
Consultor Spci (Sistema De Protección Contra Incendios),nan,nan,nan,https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=9,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Analista De Datos Comercial,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=8,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Analista Senior De Abastecimiento – Las Condes (Modalidad Híbrida),nan,nan,nan,https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=7,No especificada,Chile,Computrabajo,0.0,Senior,0,"['Python', 'SQL', 'Machine Learning']"
Analista Servicio Atención Al Cliente,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=7,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
"Analista Sac, Las Condes",nan,nan,nan,https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=7,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Ejecutivo Servicio Al Cliente Y Cajero/A,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=7,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Analista Sgi Proyecto Las Condes,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=7,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Analista De Impuestos,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=7,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Analista De Negocios,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=7,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
"Se Busca De Analista Sac Con Experiencia, 700.000 Líquidos",nan,nan,nan,https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=7,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Analista De Operaciones Senior,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=7,No especificada,Chile,Computrabajo,0.0,Senior,0,"['Python', 'SQL', 'Machine Learning']"
Analista De Control Con Exp En Seguros,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=7,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Supervisor Tributario,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=7,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Analista Senior De Licitaciones,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=7,No especificada,Chile,Computrabajo,0.0,Senior,0,"['Python', 'SQL', 'Machine Learning']"
Analista De Riesgos Control De Gestión Riesgo,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=6,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Analista De Nomina,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=6,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Analista De Procesos Ti,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=6,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Ingeniero Control De Gestión Junior (Con Estudios En La Carrera),nan,nan,nan,https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=6,No especificada,Chile,Computrabajo,0.0,Junior,0,"['Python', 'SQL', 'Machine Learning']"
Analista De Control De Gestión (Ingeniero Control De Gestión),nan,nan,nan,https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=6,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Analista Sac,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=6,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Administrativo Comercio Exterior/La Florida,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=6,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Analista De Importaciones / Proyectos 6 Meses / Huechuraba,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=6,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Analista Riesgos Y Control,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=6,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Especialista Funcional Y De Negocio,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=5,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Ingeniero De Datos Senior,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=5,No especificada,Chile,Computrabajo,0.0,Senior,0,"['Python', 'SQL', 'Machine Learning']"
Analista Financiero,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=5,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Gerente De Contabilidad,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=5,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Líder De Producto Digital,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=5,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Ingeniero De Integración De Datos / Analista Bi,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=5,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Analista Gestión Rrhh,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=5,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Analista De Riesgo Operacional / Retail,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=5,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Analista De Riesgos Y Control Interno Auditoria,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=5,No especificada,Chile,Computrabajo,0.0,Junior,0,"['Python', 'SQL', 'Machine Learning']"
Ingeniero Comercial Junior – Santiago Centro,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=5,No especificada,Chile,Computrabajo,0.0,Junior,0,"['Python', 'SQL', 'Machine Learning']"
Analista De Operaciones  Corredora De Bolsa,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=5,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Ingeniero De Procesos Bi En Tableau,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=5,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Analista De Bi En Tableau,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=5,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Ingeniero De Bi En Tableau,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=5,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Ingeniero Control Gestión En Tableau,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=5,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Analista De Control De Gestión En Tableau,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=5,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Analista Funcional,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=5,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Analista Qa,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=4,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Soporte Ecommerce,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=4,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Analista De Recursos Humanos Antofagasta,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=4,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Analista Sgi,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=4,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Contador Vaciado De Balances,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=4,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Analista,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=4,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Data Analyst Con Experiencia En Retail,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=4,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Ingeniero En Información Y  Control De Gestión (Analista De Control De Gestión),nan,nan,nan,https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=4,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Analista De Control Operacional,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=4,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Analista Qa,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=4,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Analista De Riesgo Y Cambio Climático,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=4,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Analista De Procesos Y Control De Gestión,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=4,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Analista Sistema Hr Sr,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=4,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Recién Titulado De La Carrera Ingeniero Información Y Control De Gestión (No Es Informatico),nan,nan,nan,https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=3,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Analista De Inteligencia De Negocios,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=3,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Analista De Balances,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=3,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Analista De Infraestructura De Ti,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=3,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Analista De Planificación Financiera (Proyecto),nan,nan,nan,https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=3,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Analista Vaciado De Balances,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=3,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Desarrollador De Software J2Ee,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=3,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
"Responsable De Nómina, Híbrido, Las Condes",nan,nan,nan,https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=3,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Desarrollador Java – Sistema De Gestión Interna,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=3,No especificada,Chile,Computrabajo,0.0,Junior,0,"['Python', 'SQL', 'Machine Learning']"
Ejecutivo/A De Admisión De Créditos,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=3,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Administrativo De Operaciones Sector Financiero,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=3,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Analista De Operaciones Financieras / Medios De Pago,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=3,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Analista De Operaciones Financieras,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=3,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Analista De Operaciones – Seguros Colectivos,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=2,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Analista De Gestión De Riesgos,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=2,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Asistente Comercial Experiencia En Consumo Masivo,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=2,No especificada,Chile,Computrabajo,0.0,Junior,0,"['Python', 'SQL', 'Machine Learning']"
Analista En Data Y Procesos Financieros,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=2,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Analista Comercial Junior – Santiago Centro,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=2,No especificada,Chile,Computrabajo,0.0,Junior,0,"['Python', 'SQL', 'Machine Learning']"
Analista De Desarrollo Organizacional,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=2,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Ingeniero Control De Gestión Junior O Analista Control De Gestión Junior,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=2,No especificada,Chile,Computrabajo,0.0,Junior,0,"['Python', 'SQL', 'Machine Learning']"
Analista De Procesos De Negocios,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Analista De Pricing Senior,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio,No especificada,Chile,Computrabajo,0.0,Senior,0,"['Python', 'SQL', 'Machine Learning']"
"Programador/A Junior, Huechuraba",nan,nan,nan,https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio,No especificada,Chile,Computrabajo,0.0,Junior,0,"['Python', 'SQL', 'Machine Learning']"
Analista Funcional Ti,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Analista De Control De Gestión (Ingeniero En Información Y  Control De Gestión),nan,nan,nan,https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Analista Logístico Para Pudahuel,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Ingeniero Control De Gestión Junior,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio,No especificada,Chile,Computrabajo,0.0,Junior,0,"['Python', 'SQL', 'Machine Learning']"
Analista Planificación Zonal (Base Concepción),nan,nan,nan,https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Analista De Riesgos Gestión De Riesgo Operacional Plazo Fijo,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Ingeniero De Proyectos Ti,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Analista De Operaciones,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Analista Técnico Servicenow / Itsm,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Encargado De Control De Gestión,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=8,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Analista De Datos Y Control De Gestión Financiero,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=8,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Asistente De Control De Gestión Y Administración,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=8,No especificada,Chile,Computrabajo,0.0,Junior,0,"['Python', 'SQL', 'Machine Learning']"
Analista De Contratos Y Control De Gestión,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=8,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Responsable De Control De Gestión Y Administración,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=8,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Ingeniero/A Gestión Y Control De Costos Turno 4X3,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=8,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Analista Control De Gestión Contable – Rancagua,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=8,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Coordinador/A De Estudios Y Control De Gestión,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=8,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Ingeniero En Control De Gestión O Contador Auditor,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=8,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Ing. Eléctrico Auditor  Y Control De Gestión (Las Condes),nan,nan,nan,https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=8,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
"Asesor Evaluación, Estudios Y Control De Gestión",nan,nan,nan,https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=8,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Asesor De Evaluación Y Control De Gestión,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=8,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Asesor De Estudios Y Control De Gestión,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=8,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Analista De Stock,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=8,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Práctica Profesional,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=7,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Analista Control De Gestión Copiapó,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=7,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Ingeniero Control De Gestión Para La Unión.,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=7,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Analista Sr De Control De Gestión,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=7,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Analista Gestión Y Control Procesos,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=7,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Analista De Reportabilidad Y Control De Gestión,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=7,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Analista De Control De Gestión Junior,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=7,No especificada,Chile,Computrabajo,0.0,Junior,0,"['Python', 'SQL', 'Machine Learning']"
Ingeniero Control Gestión C,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=7,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Analista De Control De Gestión 5X2 Mineria,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=7,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Ingeniero Con Experiencia En Control De Gestión De Mantenimiento.,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=7,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Analista Control Gestión,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=7,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Analista De Cobranzas Y Control De Gestión (Las Condes),nan,nan,nan,https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=7,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Analista De Control Gestión,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=7,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Apoyo Control Y Gestión Boletas De Garantía Pudahuel,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=7,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Analista Control De Gestión Magallanes,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=7,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Asistente De Control Y Gestión Área Garantía Híbrido Pudahuel Rubro Eléctrico,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=6,No especificada,Chile,Computrabajo,0.0,Junior,0,"['Python', 'SQL', 'Machine Learning']"
Práctica En Control De Gestión/ Análisis De Datos,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=6,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Jefe Control De Gestión,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=6,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Práctica Profesional – Área Control De Gestión,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=6,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Analista De Control De Gestión – Rr.Hh.,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=6,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Analista De Presupuesto Y Control De Gestión,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=6,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
Analista De Control De Gestión Y Operacional,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=6,No especificada,Chile,Computrabajo,0.0,Semi Senior,0,"['Python', 'SQL', 'Machine Learning']"
