web-scraper-order,web-scraper-start-url,titulo,descripcion,salario
"1762091571-17","https://cl.indeed.com/jobs?q=control+de+gestion+ti&l=Chile&radius=25&from=searchOnDesktopSerp&start=60&vjk=e469e6847ae98580","","¿Te apasiona el área de apoyo gerencial? ¿Buscas incorporarte a una compañía donde puedas ser parte de un importante proyecto y por sobre todo desafiarte profesionalmente?
 ¡Esta oportunidad es para ti! Buscamos el rol de Asistente de Gerencia para importante proyecto en compañía ubicada en Mejillones
  Acerca del desafío: 
 
  Atención de público, visitas y correspondencia.
  Coordinación de salas de reuniones y espacios corporativos.
  Gestión integral de viajes corporativos (pasajes, alojamiento y transporte).
  Apoyo administrativo a gerencias y áreas (compras, rendiciones e insumos).
  Administración de convenios con hoteles y base de datos asociada.
  Organización de eventos y actividades internas, asegurando logística y cumplimiento.
  Mantención y control del archivo documental corporativo y aduanero
 
  Perfil que buscamos:
  Formación y conocimientos:
 
  Título de secretaria ejecutiva o Técnico en Administración de Empresas.
  Técnicas de atención al cliente.
  MS Office intermedio y ERP SAP.
  Conocimiento de políticas de seguridad, medio ambiente y SIG, así como de riesgos estratégicos y específicos de su área.
 
  Experiencia:
 
  Mínimo 3 años en roles similares.
 
  Competencias clave:
 
  Seguridad y cuidado del medio ambiente.
  Excelencia operacional y logro de resultados.
  Gestión del cambio y orientación al cliente.
 
  Habilidades blandas:
 
  Proactividad y resolución de problemas.
  Comunicación efectiva y organización.
  Enfoque en la atención al cliente interno.
 
  Condiciones
 
  Jornada: 5x2 administrativo (horarios lunes a jueves 08:00 a 17:45 hrs. / viernes 08:00 a 13:30 hrs.)
  Lugar de trabajo: Mejillones
  Movilización y colación en el casino de la empresa
 
 Oferta bajo el marco de la Ley 21.015 que incentiva la inclusión de personas con
 discapacidad.
  Ahora es tu turno:
  ¿Te animas a participar?",""
"1762091581-18","https://cl.indeed.com/jobs?q=control+de+gestion+ti&l=Chile&radius=25&from=searchOnDesktopSerp&start=50&vjk=13fdf96fbc73297f","Administrador de Contrato","",""
"1762091581-19","https://cl.indeed.com/jobs?q=control+de+gestion+ti&l=Chile&radius=25&from=searchOnDesktopSerp&start=50&vjk=13fdf96fbc73297f","Analista de Compensaciones","",""
"1762091581-20","https://cl.indeed.com/jobs?q=control+de+gestion+ti&l=Chile&radius=25&from=searchOnDesktopSerp&start=50&vjk=13fdf96fbc73297f","Analist de Remuneraciones Sr","",""
"1762091581-21","https://cl.indeed.com/jobs?q=control+de+gestion+ti&l=Chile&radius=25&from=searchOnDesktopSerp&start=50&vjk=13fdf96fbc73297f","Analist de Remuneraciones Sr","",""
"1762091581-22","https://cl.indeed.com/jobs?q=control+de+gestion+ti&l=Chile&radius=25&from=searchOnDesktopSerp&start=50&vjk=13fdf96fbc73297f","Jefe de Logística y Comex","",""
"1762091581-23","https://cl.indeed.com/jobs?q=control+de+gestion+ti&l=Chile&radius=25&from=searchOnDesktopSerp&start=50&vjk=13fdf96fbc73297f","Jefe de Operaciones (Importante cliente sector Mineria","",""
"1762091581-24","https://cl.indeed.com/jobs?q=control+de+gestion+ti&l=Chile&radius=25&from=searchOnDesktopSerp&start=50&vjk=13fdf96fbc73297f","Ingeniero/a de Operaciones y Procesos – Tratamiento de Aguas","",""
"1762091581-25","https://cl.indeed.com/jobs?q=control+de+gestion+ti&l=Chile&radius=25&from=searchOnDesktopSerp&start=50&vjk=13fdf96fbc73297f","Supervisor de Operaciones Logísticas (Bodegas San Francisco)","",""
"1762091581-26","https://cl.indeed.com/jobs?q=control+de+gestion+ti&l=Chile&radius=25&from=searchOnDesktopSerp&start=50&vjk=13fdf96fbc73297f","Jefe (a) de turno FM","",""
"1762091581-27","https://cl.indeed.com/jobs?q=control+de+gestion+ti&l=Chile&radius=25&from=searchOnDesktopSerp&start=50&vjk=13fdf96fbc73297f","Administracion","",""
"1762091581-28","https://cl.indeed.com/jobs?q=control+de+gestion+ti&l=Chile&radius=25&from=searchOnDesktopSerp&start=50&vjk=13fdf96fbc73297f","Administrador/a plataformas cloud azure","",""
"1762091581-29","https://cl.indeed.com/jobs?q=control+de+gestion+ti&l=Chile&radius=25&from=searchOnDesktopSerp&start=50&vjk=13fdf96fbc73297f","Líder de Proyectos / Industria Minera","",""
"1762091581-30","https://cl.indeed.com/jobs?q=control+de+gestion+ti&l=Chile&radius=25&from=searchOnDesktopSerp&start=50&vjk=13fdf96fbc73297f","Subgerente de OTEC","",""
"1762091581-31","https://cl.indeed.com/jobs?q=control+de+gestion+ti&l=Chile&radius=25&from=searchOnDesktopSerp&start=50&vjk=13fdf96fbc73297f","Ingeniero en Ciberseguridad – SER","",""
"1762091581-32","https://cl.indeed.com/jobs?q=control+de+gestion+ti&l=Chile&radius=25&from=searchOnDesktopSerp&start=50&vjk=13fdf96fbc73297f","Analista Comercio exterior","",""
"1762091581-33","https://cl.indeed.com/jobs?q=control+de+gestion+ti&l=Chile&radius=25&from=searchOnDesktopSerp&start=50&vjk=13fdf96fbc73297f","Encargado de adquisición e inventario","",""
"1762091581-34","https://cl.indeed.com/jobs?q=control+de+gestion+ti&l=Chile&radius=25&from=searchOnDesktopSerp&start=50&vjk=13fdf96fbc73297f","","¿QUÉ ESTÁ EN OFERTA?

 Alfred H Knight tiene una interesante oportunidad de Ingeniero de Control y Gestión para unirse a nuestro equipo, con sede en Santiago, Chile.
 
 
 Los objetivos del puesto son ejecutar los planes y procesos de control y gestión de proyectos (productividad, avance físico y financiero), colaborar en las actividades conjuntas entre las áreas operativas de la compañía y la Subgerencia de Finanzas, asistir a las áreas Operativas, en la estimación y seguimiento de KPI, estados de pago y facturación mensual, productividad, etc.
 
 SOBRE NOSOTROS

 Alfred H Knight es una empresa familiar totalmente independiente que abarca cinco generaciones. Una red mundial de oficinas y laboratorios estratégicamente situados permite el comercio mundial mediante la prestación de servicios independientes de inspección, análisis y consultoría a las industrias de metales y minerales, combustibles sólidos y agricultura.
 Hemos perfeccionado y forjado cuidadosamente nuestra reputación. Ofrecemos conocimientos y profesionalidad en todos los aspectos del pesaje, la toma de muestras y el análisis. Prosperamos reinvirtiendo continuamente en nuestras instalaciones, tecnología y personal.
 
 
 SOBRE TI
 
 Para tener éxito en Alfred H Knight deberás demostrar lo siguiente:
 
 
 COMPETENCIAS, CONOCIMIENTOS Y EXPERIENCIA NECESARIA
 
 
 Competencias y comportamientos requeridos

 
 
  Gestión y Control de proyectos
  Conocimiento de Six Sigma, Lean o equivalente
  Conocimiento sobre procesos metalúrgicos
  Trabajo en Equipo
  Capacidad de Análisis
  Compromiso Organizacional
  Adecuación a las normas
  Capacidad de Trabajo bajo presión
  Relaciones Interpersonales
  Resolución de problemas
  Relación con la autoridad
  Liderazgo
  Empatía
  Capacidad de negociación
  Habilidades comunicacionales
  Proactividad
  Cumplimiento de objetivos
 

 
 Experiencia laboral requerida

 
 
  Al menos 3 años de experiencia
 

 
 Requisitos generales (opcional)

 
 
  Inglés Intermedio
  Conocimientos Computacionales Generales
  Dominio de Excel, Word y Power Point altos
 
 
 
 BENEFICIOS
 
  Ofrecemos una excelente oportunidad con un salario y un paquete de beneficios a la altura.",""
"1762091614-35","https://cl.indeed.com/jobs?q=control+de+gestion+ti&l=Chile&radius=25&from=searchOnDesktopSerp&start=40","Asistente Gerencial Senior – Huechuraba (reemplazo Pre y Post Natal)","",""
"1762091614-36","https://cl.indeed.com/jobs?q=control+de+gestion+ti&l=Chile&radius=25&from=searchOnDesktopSerp&start=40","Lider control e instrumentación","",""
"1762091614-37","https://cl.indeed.com/jobs?q=control+de+gestion+ti&l=Chile&radius=25&from=searchOnDesktopSerp&start=40","Asistente de Bodega (con licencia de conducir clase D)","",""
"1762091614-38","https://cl.indeed.com/jobs?q=control+de+gestion+ti&l=Chile&radius=25&from=searchOnDesktopSerp&start=40","Ingeniero de Medio Ambiente / Calama","",""
"1762091614-39","https://cl.indeed.com/jobs?q=control+de+gestion+ti&l=Chile&radius=25&from=searchOnDesktopSerp&start=40","Administrador/a de contratos","",""
"1762091614-40","https://cl.indeed.com/jobs?q=control+de+gestion+ti&l=Chile&radius=25&from=searchOnDesktopSerp&start=40","Gerente de operaciones","",""
"1762091614-41","https://cl.indeed.com/jobs?q=control+de+gestion+ti&l=Chile&radius=25&from=searchOnDesktopSerp&start=40","Associate IT Specialist","",""
"1762091614-42","https://cl.indeed.com/jobs?q=control+de+gestion+ti&l=Chile&radius=25&from=searchOnDesktopSerp&start=40","Asistente Operaciones, CD Nutraline","",""
"1762091614-43","https://cl.indeed.com/jobs?q=control+de+gestion+ti&l=Chile&radius=25&from=searchOnDesktopSerp&start=40","Jefe de Proyectos","",""
"1762091614-44","https://cl.indeed.com/jobs?q=control+de+gestion+ti&l=Chile&radius=25&from=searchOnDesktopSerp&start=40","Back office Televentas","",""
"1762091614-45","https://cl.indeed.com/jobs?q=control+de+gestion+ti&l=Chile&radius=25&from=searchOnDesktopSerp&start=40","Back office Televentas","",""
"1762091614-46","https://cl.indeed.com/jobs?q=control+de+gestion+ti&l=Chile&radius=25&from=searchOnDesktopSerp&start=40","Asistente de Materiales","",""
"1762091614-47","https://cl.indeed.com/jobs?q=control+de+gestion+ti&l=Chile&radius=25&from=searchOnDesktopSerp&start=40","Analista de gestión Pleno","",""
"1762091614-48","https://cl.indeed.com/jobs?q=control+de+gestion+ti&l=Chile&radius=25&from=searchOnDesktopSerp&start=40","Subgerente de Planificación","",""
"1762091614-49","https://cl.indeed.com/jobs?q=control+de+gestion+ti&l=Chile&radius=25&from=searchOnDesktopSerp&start=40","Ingeniero/a Proyectista","",""
"1762091614-50","https://cl.indeed.com/jobs?q=control+de+gestion+ti&l=Chile&radius=25&from=searchOnDesktopSerp&start=40","Supervisor(a) de Distribución","",""
"1762091614-51","https://cl.indeed.com/jobs?q=control+de+gestion+ti&l=Chile&radius=25&from=searchOnDesktopSerp&start=40","","En Grafton LATAM, estamos en búsqueda de un/a Asistente Gerencial para incorporarse en modalidad de reemplazo pre y post natal a una importante empresa del sector, ubicada en la comuna de Huechuraba.
 
 
 Si eres una persona proactiva, organizada, con excelente actitud, habilidades interpersonales y fuerte orientación al servicio, ¡esta oportunidad es para ti!
 
 
 Principales Funciones:
 
  Redacción y digitación de documentos administrativos y gerenciales.
  Atención de público, recepción de llamadas, correspondencia y visitas.
  Coordinación de reuniones, salas, transporte y viajes corporativos.
  Gestión de compras e insumos, incluyendo emisión de órdenes y uso de software como iConstruye.
  Organización y mantención de archivos físicos y digitales.
  Control de ingresos y salidas de personal, clientes y proveedores.
  Apoyo transversal a gerencia y distintas áreas de la empresa según requerimientos operativos.
  Apoyo en tareas generales como servir café, mantener el orden del espacio común y colaborar en labores de limpieza menores u otros requerimientos asociados al funcionamiento diario de la oficina.
 
 
 
  Requisitos:
 
  Formación técnica o universitaria en Administración, Secretariado Ejecutivo o carreras afines.
   Mínimo 3 años de experiencia en cargos similares.
   Inglés intermedio-avanzado.
  Manejo avanzado de Microsoft Word y herramientas Office 365.
  Conocimiento en software de compras (idealmente iConstruye u otro similar).
 
 
 
 Condiciones:
 
  Renta líquida mensual: $1.300.000 – $1.400.000, según experiencia.
  ️ Almuerzo: Se entrega en el lugar de trabajo.
  Horario: Lunes a viernes, de 08:30 a 17:30 horas.
  Tipo de contrato: Servicios transitorios, en modalidad de reemplazo por pre y postnatal.
  Ubicación: Comuna de Huechuraba.
 
 
 
 ✅ ¿Te interesa este desafío? ¡Postula con nosotros!
 Sé parte de un equipo que valora la excelencia, la mejora continua y la diversidad en el entorno laboral.",""
"1762091648-52","https://cl.indeed.com/jobs?q=control+de+gestion+ti&l=Chile&radius=25&from=searchOnDesktopSerp&start=30&vjk=86df39d94aa2a2a9","Administrador de Contrato / Industria Minera","",""
"1762091648-53","https://cl.indeed.com/jobs?q=control+de+gestion+ti&l=Chile&radius=25&from=searchOnDesktopSerp&start=30&vjk=86df39d94aa2a2a9","Ingenieros Industriales Analista en Digitalización de Procesos","",""
"1762091648-54","https://cl.indeed.com/jobs?q=control+de+gestion+ti&l=Chile&radius=25&from=searchOnDesktopSerp&start=30&vjk=86df39d94aa2a2a9","Especialista en Soporte de Power BI","",""
"1762091648-55","https://cl.indeed.com/jobs?q=control+de+gestion+ti&l=Chile&radius=25&from=searchOnDesktopSerp&start=30&vjk=86df39d94aa2a2a9","Analista Contable / Tributario","",""
"1762091648-56","https://cl.indeed.com/jobs?q=control+de+gestion+ti&l=Chile&radius=25&from=searchOnDesktopSerp&start=30&vjk=86df39d94aa2a2a9","Analista Continuidad de Negocio","",""
"1762091648-57","https://cl.indeed.com/jobs?q=control+de+gestion+ti&l=Chile&radius=25&from=searchOnDesktopSerp&start=30&vjk=86df39d94aa2a2a9","Analista Continuidad de Negocio","",""
"1762091648-58","https://cl.indeed.com/jobs?q=control+de+gestion+ti&l=Chile&radius=25&from=searchOnDesktopSerp&start=30&vjk=86df39d94aa2a2a9","Analista de Asistencia de seguros","",""
"1762091648-59","https://cl.indeed.com/jobs?q=control+de+gestion+ti&l=Chile&radius=25&from=searchOnDesktopSerp&start=30&vjk=86df39d94aa2a2a9","Jefe/a de Proyecto","",""
"1762091648-60","https://cl.indeed.com/jobs?q=control+de+gestion+ti&l=Chile&radius=25&from=searchOnDesktopSerp&start=30&vjk=86df39d94aa2a2a9","Asistente/a de soporte técnico","",""
"1762091648-61","https://cl.indeed.com/jobs?q=control+de+gestion+ti&l=Chile&radius=25&from=searchOnDesktopSerp&start=30&vjk=86df39d94aa2a2a9","Analista Contable / Tributario sin experiencia","",""
"1762091648-62","https://cl.indeed.com/jobs?q=control+de+gestion+ti&l=Chile&radius=25&from=searchOnDesktopSerp&start=30&vjk=86df39d94aa2a2a9","Jefe de Asuntos Regulatorios y Asesor Técnico","",""
"1762091648-63","https://cl.indeed.com/jobs?q=control+de+gestion+ti&l=Chile&radius=25&from=searchOnDesktopSerp&start=30&vjk=86df39d94aa2a2a9","Procurador/a, Rubro Transporte (Red movilidad)","",""
"1762091648-64","https://cl.indeed.com/jobs?q=control+de+gestion+ti&l=Chile&radius=25&from=searchOnDesktopSerp&start=30&vjk=86df39d94aa2a2a9","Supervisor/a de Mantenimiento y Servicios","",""
"1762091648-65","https://cl.indeed.com/jobs?q=control+de+gestion+ti&l=Chile&radius=25&from=searchOnDesktopSerp&start=30&vjk=86df39d94aa2a2a9","Práctica Profesional / Análisis de datos","",""
"1762091648-66","https://cl.indeed.com/jobs?q=control+de+gestion+ti&l=Chile&radius=25&from=searchOnDesktopSerp&start=30&vjk=86df39d94aa2a2a9","Control de Gestión Comercial","",""
"1762091648-67","https://cl.indeed.com/jobs?q=control+de+gestion+ti&l=Chile&radius=25&from=searchOnDesktopSerp&start=30&vjk=86df39d94aa2a2a9","Ingeniero/a Administración de Empresas Egresado","",""
"1762091648-68","https://cl.indeed.com/jobs?q=control+de+gestion+ti&l=Chile&radius=25&from=searchOnDesktopSerp&start=30&vjk=86df39d94aa2a2a9","","¡ En Grafton Latam estamos buscando a nuestro próximo/a Especialista en Digitalización de Procesos!
 ¿Te apasiona la automatización, los datos y transformar procesos manuales en soluciones inteligentes? ¡Entonces esta oportunidad es para ti!
  ¿Qué harás en este rol?
 Serás clave en el equipo de People & Culture Américas, ayudándonos a:
 
  Automatizar procesos que hoy se realizan manualmente.
  Optimizar y mejorar archivos existentes en Power BI.
  Capacitar al equipo para que administre estas soluciones de forma autónoma.
  Crear manuales claros para que tus automatizaciones sean sostenibles en el tiempo.
 
  Lo que buscamos en ti:
 
  Formación en Ingeniería Civil Industrial, Ingeniería en Control de Gestión, Ingeniería Comercial o carrera afín.
   Experiencia de al menos 2 años en funciones similares.
  Manejo de Power Query, DAX, Excel avanzado y modelamiento de datos.
  Conocimientos generales del negocio, especialmente en ventas, contabilidad y finanzas.
  Deseable manejo de inglés intermedio.
  Plus: conocimiento de normas IFRS y NIC, y experiencia en modelación de estados financieros.
 
  Modalidad de trabajo:
  Mixta
 Horario: Lunes a Jueves de 8.30 a 18.36 y viernes 8.30 a 14.36
  Condiciones de contratación:
 
  Contrato inicial por tres meses, luego renovación a indefinido.
  Contrato mediante Grafton prestándole servicios al cliente.
 
 
 
 ¿Qué ofrecemos?
 
  Un equipo colaborativo y desafiante.
  Proyectos con impacto real en la organización.
  Un entorno donde tu aporte es valorado y visibilizado.
 
 ¡Súmate a transformar procesos en oportunidades!
 Postula ahora y sé parte de este cambio digital.",""
"1762091681-69","https://cl.indeed.com/jobs?q=control+de+gestion+ti&l=Chile&radius=25&from=searchOnDesktopSerp&start=20&vjk=27861ec3b6613729","Jefe de Terreno","",""
"1762091681-70","https://cl.indeed.com/jobs?q=control+de+gestion+ti&l=Chile&radius=25&from=searchOnDesktopSerp&start=20&vjk=27861ec3b6613729","Tecnico Tecnologías de la informacion TI","",""
"1762091681-71","https://cl.indeed.com/jobs?q=control+de+gestion+ti&l=Chile&radius=25&from=searchOnDesktopSerp&start=20&vjk=27861ec3b6613729","Ingeniero(a) de Eficiencia Operacional","",""
"1762091681-72","https://cl.indeed.com/jobs?q=control+de+gestion+ti&l=Chile&radius=25&from=searchOnDesktopSerp&start=20&vjk=27861ec3b6613729","Analista de Gestión de Persona","",""
"1762091681-73","https://cl.indeed.com/jobs?q=control+de+gestion+ti&l=Chile&radius=25&from=searchOnDesktopSerp&start=20&vjk=27861ec3b6613729","Analista Contable","",""
"1762091681-74","https://cl.indeed.com/jobs?q=control+de+gestion+ti&l=Chile&radius=25&from=searchOnDesktopSerp&start=20&vjk=27861ec3b6613729","Analista Contable","",""
"1762091681-75","https://cl.indeed.com/jobs?q=control+de+gestion+ti&l=Chile&radius=25&from=searchOnDesktopSerp&start=20&vjk=27861ec3b6613729","Mantenedor Brigadista- Zaldivar","",""
"1762091681-76","https://cl.indeed.com/jobs?q=control+de+gestion+ti&l=Chile&radius=25&from=searchOnDesktopSerp&start=20&vjk=27861ec3b6613729","Ingeniero Oficina Técnica","",""
"1762091681-77","https://cl.indeed.com/jobs?q=control+de+gestion+ti&l=Chile&radius=25&from=searchOnDesktopSerp&start=20&vjk=27861ec3b6613729","Gestor de Activos Tecnológicos y Logística","",""
"1762091681-78","https://cl.indeed.com/jobs?q=control+de+gestion+ti&l=Chile&radius=25&from=searchOnDesktopSerp&start=20&vjk=27861ec3b6613729","Analista de mejora continua","",""
"1762091681-79","https://cl.indeed.com/jobs?q=control+de+gestion+ti&l=Chile&radius=25&from=searchOnDesktopSerp&start=20&vjk=27861ec3b6613729","Asistente de Gerencia","",""
"1762091681-80","https://cl.indeed.com/jobs?q=control+de+gestion+ti&l=Chile&radius=25&from=searchOnDesktopSerp&start=20&vjk=27861ec3b6613729","Analista Junior de Operaciones","",""
"1762091681-81","https://cl.indeed.com/jobs?q=control+de+gestion+ti&l=Chile&radius=25&from=searchOnDesktopSerp&start=20&vjk=27861ec3b6613729","Analista de Seguridad de la Información","",""
"1762091681-82","https://cl.indeed.com/jobs?q=control+de+gestion+ti&l=Chile&radius=25&from=searchOnDesktopSerp&start=20&vjk=27861ec3b6613729","Asistente Técnico de Proyectos","",""
"1762091681-83","https://cl.indeed.com/jobs?q=control+de+gestion+ti&l=Chile&radius=25&from=searchOnDesktopSerp&start=20&vjk=27861ec3b6613729","Analista Business Intelligence","",""
"1762091681-84","https://cl.indeed.com/jobs?q=control+de+gestion+ti&l=Chile&radius=25&from=searchOnDesktopSerp&start=20&vjk=27861ec3b6613729","Administrador de Servicios y Control de procesos","",""
"1762091681-85","https://cl.indeed.com/jobs?q=control+de+gestion+ti&l=Chile&radius=25&from=searchOnDesktopSerp&start=20&vjk=27861ec3b6613729","","En Johnson Controls, transformamos los entornos donde las personas viven, trabajan, aprenden y juegan. Desde la optimización del rendimiento de los edificios hasta la mejora de la seguridad y el aumento de la comodidad, impulsamos los resultados que son más importantes. Dedicados a proteger el medio ambiente, cumplimos nuestra promesa en sectores como la atención de salud, la educación, los centros de datos y la manufactura. Gracias a un equipo mundial de 100.000 expertos en más de 150 países y más de 130 años de innovación, somos la fuerza detrás de la misión de nuestros clientes.
 
  Descripción del Cargo
 Johnson Controls en su división minera (Westfire) requiere contratar un/a Ingeniero/a especialista en Sistemas de Protección Contra Incendios para importante proyecto en Minera Escondida.
 
  Funciones Principales
 Coordinar y supervisar la gestión administrativa de los sistemas de control y protección contra incendios en faenas mineras, asegurando el cumplimiento normativo, la actualización documental, la planificación de mantenciones y la relación con proveedores especializados, con foco en la seguridad operacional y la continuidad del negocio.
 
  Requisitos
 
  Ingeniero en ejecución o civil eléctrico, electrónico, mecánico o estudios afines.
  3 años de experiencia en cargos de ingeniería en minería.
  3 años de experiencia en cargos relacionados al mantenimiento de sistemas de control de incendios.
  Tener licencia de conducir clase B sin multas.
 
 
  Condiciones:
 
  Turnos: 4x3.
  Lugar de trabajo: Minera Escondida-Antofagasta
  Alimentación y estadía en faena.
  Se costean traslados en caso de residir fuera de Antofagasta.
 
 
 Estás interesada/o en una compañía que considera la equidad de género e inclusión como una de sus prioridades más importantes? Tenemos diversas oportunidades para ti, postula con nosotros.",""
"1762091713-86","https://cl.indeed.com/jobs?q=control+de+gestion+ti&l=Chile&radius=25&from=searchOnDesktopSerp&start=10","Jefe de Servicio TI","",""
"1762091713-87","https://cl.indeed.com/jobs?q=control+de+gestion+ti&l=Chile&radius=25&from=searchOnDesktopSerp&start=10","Asistente de remuneraciones","",""
"1762091713-88","https://cl.indeed.com/jobs?q=control+de+gestion+ti&l=Chile&radius=25&from=searchOnDesktopSerp&start=10","Administrador/a de Contratos de Servicios TI","",""
"1762091713-89","https://cl.indeed.com/jobs?q=control+de+gestion+ti&l=Chile&radius=25&from=searchOnDesktopSerp&start=10","Asistente de Control y Gestión de Boletas de Garantía, Pudahuel","",""
"1762091713-90","https://cl.indeed.com/jobs?q=control+de+gestion+ti&l=Chile&radius=25&from=searchOnDesktopSerp&start=10","Especialista de sistemas de control e instrumentación","",""
"1762091713-91","https://cl.indeed.com/jobs?q=control+de+gestion+ti&l=Chile&radius=25&from=searchOnDesktopSerp&start=10","Analista de gestión de RRHH","",""
"1762091713-92","https://cl.indeed.com/jobs?q=control+de+gestion+ti&l=Chile&radius=25&from=searchOnDesktopSerp&start=10","Gestor(a) de Contrato Integral TI","",""
"1762091713-93","https://cl.indeed.com/jobs?q=control+de+gestion+ti&l=Chile&radius=25&from=searchOnDesktopSerp&start=10","Estamos en Búsqueda de Ejecutivo Inmobiliario por Proyecto","",""
"1762091713-94","https://cl.indeed.com/jobs?q=control+de+gestion+ti&l=Chile&radius=25&from=searchOnDesktopSerp&start=10","Asistente de Gerencia","",""
"1762091713-95","https://cl.indeed.com/jobs?q=control+de+gestion+ti&l=Chile&radius=25&from=searchOnDesktopSerp&start=10","Jefe de remuneraciones y Cumplimiento Laboral","",""
"1762091713-96","https://cl.indeed.com/jobs?q=control+de+gestion+ti&l=Chile&radius=25&from=searchOnDesktopSerp&start=10","Administrador o Jefe de Planificación y Control de Mantenimiento","",""
"1762091713-97","https://cl.indeed.com/jobs?q=control+de+gestion+ti&l=Chile&radius=25&from=searchOnDesktopSerp&start=10","Asistente Legal Inmobiliario (Apoyo Área Fiscal)","",""
"1762091713-98","https://cl.indeed.com/jobs?q=control+de+gestion+ti&l=Chile&radius=25&from=searchOnDesktopSerp&start=10","Analista Control de Flota, Rubro Transporte","",""
"1762091713-99","https://cl.indeed.com/jobs?q=control+de+gestion+ti&l=Chile&radius=25&from=searchOnDesktopSerp&start=10","Analista Control de Flota, Rubro Transporte","",""
"1762091713-100","https://cl.indeed.com/jobs?q=control+de+gestion+ti&l=Chile&radius=25&from=searchOnDesktopSerp&start=10","PMO Con experiencia en sector Financiero","",""
"1762091713-101","https://cl.indeed.com/jobs?q=control+de+gestion+ti&l=Chile&radius=25&from=searchOnDesktopSerp&start=10","Analista Contable Tributario, Inglés Intermedio","",""
