web-scraper-order,web-scraper-start-url,titulo,descripcion,salario
"1762091283-11","https://cl.indeed.com/jobs?q=project+manager+junior&l=Chile&from=searchOnDesktopSerp%2Cwhatautocomplete%2CwhatautocompleteSourceStandard&vjk=3f40c0775207500d","Junior Data Engineer - QuantumBlack, AI by McKinsey","",""
"1762091283-12","https://cl.indeed.com/jobs?q=project+manager+junior&l=Chile&from=searchOnDesktopSerp%2Cwhatautocomplete%2CwhatautocompleteSourceStandard&vjk=3f40c0775207500d","Engagement Manager, LATAM","",""
"1762091283-13","https://cl.indeed.com/jobs?q=project+manager+junior&l=Chile&from=searchOnDesktopSerp%2Cwhatautocomplete%2CwhatautocompleteSourceStandard&vjk=3f40c0775207500d","Junior Assistant Managers","",""
"1762091283-14","https://cl.indeed.com/jobs?q=project+manager+junior&l=Chile&from=searchOnDesktopSerp%2Cwhatautocomplete%2CwhatautocompleteSourceStandard&vjk=3f40c0775207500d","Software Engineer – Build & Porting","",""
"1762091283-15","https://cl.indeed.com/jobs?q=project+manager+junior&l=Chile&from=searchOnDesktopSerp%2Cwhatautocomplete%2CwhatautocompleteSourceStandard&vjk=3f40c0775207500d","Software Engineer – Build & Porting","",""
"1762091283-16","https://cl.indeed.com/jobs?q=project+manager+junior&l=Chile&from=searchOnDesktopSerp%2Cwhatautocomplete%2CwhatautocompleteSourceStandard&vjk=3f40c0775207500d","Full-Stack Engineer (Go or Next)","",""
"1762091283-17","https://cl.indeed.com/jobs?q=project+manager+junior&l=Chile&from=searchOnDesktopSerp%2Cwhatautocomplete%2CwhatautocompleteSourceStandard&vjk=3f40c0775207500d","Product Manager","",""
"1762091283-18","https://cl.indeed.com/jobs?q=project+manager+junior&l=Chile&from=searchOnDesktopSerp%2Cwhatautocomplete%2CwhatautocompleteSourceStandard&vjk=3f40c0775207500d","Senior Quality Engineer","",""
"1762091283-19","https://cl.indeed.com/jobs?q=project+manager+junior&l=Chile&from=searchOnDesktopSerp%2Cwhatautocomplete%2CwhatautocompleteSourceStandard&vjk=3f40c0775207500d","Senior Machine Learning Engineer","",""
"1762091283-20","https://cl.indeed.com/jobs?q=project+manager+junior&l=Chile&from=searchOnDesktopSerp%2Cwhatautocomplete%2CwhatautocompleteSourceStandard&vjk=3f40c0775207500d","Sr Frontend Engineer (Javascript/React)","",""
"1762091283-21","https://cl.indeed.com/jobs?q=project+manager+junior&l=Chile&from=searchOnDesktopSerp%2Cwhatautocomplete%2CwhatautocompleteSourceStandard&vjk=3f40c0775207500d","Senior UI/UX Designer / AI Expert","",""
"1762091283-22","https://cl.indeed.com/jobs?q=project+manager+junior&l=Chile&from=searchOnDesktopSerp%2Cwhatautocomplete%2CwhatautocompleteSourceStandard&vjk=3f40c0775207500d","Software Engineer - Chat/Portal - LATAM","",""
"1762091283-23","https://cl.indeed.com/jobs?q=project+manager+junior&l=Chile&from=searchOnDesktopSerp%2Cwhatautocomplete%2CwhatautocompleteSourceStandard&vjk=3f40c0775207500d","Associate Managing Consultant, Advisors & Consulting Services, Strategy & Transformation","",""
"1762091283-24","https://cl.indeed.com/jobs?q=project+manager+junior&l=Chile&from=searchOnDesktopSerp%2Cwhatautocomplete%2CwhatautocompleteSourceStandard&vjk=3f40c0775207500d","Software Engineer - Chat/Portal - LATAM","",""
"1762091283-25","https://cl.indeed.com/jobs?q=project+manager+junior&l=Chile&from=searchOnDesktopSerp%2Cwhatautocomplete%2CwhatautocompleteSourceStandard&vjk=3f40c0775207500d","","Farmacias Ahumada requiere incorporar a profesional titulado(a) en Ingeniería Civil para desempeñarse como Project Manager Junior, cuya misión será participar en el diseño, implementación y seguimiento de proyectos de mejora continua orientados a fortalecer los procesos operativos en farmacias, contribuyendo al incremento de las ventas, a la eficiencia y a la escalabilidad, en alineamiento con los objetivos de la Gerencia de Operaciones. 
Principales funciones Colaborar en el diagnóstico y análisis de procesos en puntos de venta para identificar mejoras. Apoyar en el diseño y planificación de proyectos de mejora operacional. Coordinar con equipos multidisciplinarios en la implementación de iniciativas. Monitorear y reportar resultados de los proyectos a través de KPIs. Apoyar la capacitación de equipos en nuevos procesos y metodologías. Participar en proyectos de digitalización y mejora continua. 

 Desde nuestra primera apertura en 1969 en la emblemática calle Ahumada de Santiago Centro, hemos crecido y evolucionado para convertirnos en la cadena 
farmacéutica chilena con mayor trayectoria del país. Con más de 55 años de historia, Farmacias Ahumada es un referente en el cuidado de la salud en Chile. 
Nuestro compromiso con la comunidad y la excelencia en el servicio se refleja en nuestras más de 300 farmacias a lo largo del país, respaldadas por más de 2.800 colaboradores, un moderno Centro de Distribución, Oficinas Corporativas y un Recetario Magistral con altos estándares de calidad. 
Nuestro propósito es claro: ser líderes en el cuidado de las personas. Nos destacamos como expertos en salud, proporcionando una atención integral y 
personalizada a nuestros pacientes para mejorar su calidad de vida y la de sus familias. 

 En esta fase de crecimiento, nos enfocamos en implementar diversas mejoras, enfrentando los nuevos desafíos con foco en nuestros colaboradores y clientes. 
Fortalecemos nuestro programa de fidelización para brindar soluciones y servicios a más personas, apostando por ofrecer una experiencia consistente en todos los puntos de contacto, desde un e-commerce llamativo y amigable hasta farmacias atractivas y competitivas. 
Las farmacias y sus colaboradores son el corazón de nuestro negocio. Nos distinguimos por un enfoque centrado en el paciente y un firme compromiso con la 
salud y el bienestar de la comunidad. Nuestra amplia trayectoria y constante búsqueda de la excelencia nos consolidan como la opción experta y líder en el sector farmacéutico chileno. 

 Promovemos una cultura centrada en la conciliación de la vida personal, familiar y laboral. A través de programas de capacitación, políticas de contratación 
inclusivas y oportunidades de desarrollo profesional, buscamos garantizar que todos los miembros de nuestro equipo tengan las herramientas y el apoyo necesarios para alcanzar su máximo potencial. 

 ¡Somos Ahumada, tu aliado en salud y bienestar! 

 Requisitos 

 Formación: Ingeniería Civil. Experiencia laboral: 1 a 2 años en áreas de operaciones, supply chain, data analytics, Control de Gestión. Conocimientos técnicos: 
Excel avanzado (tablas dinámicas, fórmulas, gráficos, VBA). 
SQL básico. 
Power BI (desarrollo de dashboards simples). 
Python básico. 
Familiaridad con modelos de forecast y KPIs de retail.",""
