web-scraper-order,web-scraper-start-url,titulo,descripcion,salario,experiencia
"1762087546-33","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=13","","","$ 900.000,00 (Mensual)",""
"1762087546-34","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=13","","","$ 580.000,00 (Mensual)",""
"1762087546-35","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=13","","","$ 600.000,00 (Mensual)",""
"1762087546-36","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=13","","","$ 600.000,00 (Mensual)",""
"1762087548-37","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=12","Analyst Business Planning","","",""
"1762087548-38","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=12","Asesor Colorista Retail Calama","","",""
"1762087548-39","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=12","Consultor de ventas","","",""
"1762087548-40","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=12","Business Analyst","","",""
"1762087548-41","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=12","Asesor de servicio en Tienda de Retail ABC","","",""
"1762087548-42","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=12","Asesor de servicio en Tienda de Retail La Polar","","",""
"1762087548-43","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=12","Asesor de servicio en Tienda de Retail La Polar","","",""
"1762087548-44","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=12","Asesor de servicio en Tienda de Retail La Polar","","",""
"1762087548-45","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=12","Asesor de servicio en Tienda de Retail La Polar","","",""
"1762087548-46","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=12","Asesor de servicio en Tienda de Retail La Polar","","",""
"1762087548-47","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=12","Asesor de servicio en Tienda de Retail La Polar","","",""
"1762087548-48","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=12","Asesor de servicio en Tienda de Retail La Polar","","",""
"1762087548-49","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=12","Asesor de servicio en Tienda de Retail La Polar","","",""
"1762087548-50","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=12","Asesor de servicio en Tienda de Retail La Polar","","",""
"1762087548-51","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=12","Asesor de servicio en Tienda de Retail La Polar","","",""
"1762087548-52","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=12","Consultor Funcional TI","","",""
"1762087548-53","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=12","analista qa","","",""
"1762087548-54","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=12","Analista comercial","","",""
"1762087548-55","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=12","Asesor Financiero en tienda de Retail ABC","","",""
"1762087548-56","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=12","Consultor Funcional TI","","",""
"1762087548-57","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=12","","","$ 1.400.000,00 (Mensual)",""
"1762087548-58","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=12","","","$ 700.000,00 (Mensual)",""
"1762087548-59","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=12","","","$ 1.800.000,00 (Mensual)",""
"1762087548-60","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=12","","","$ 560.000,00 (Mensual)",""
"1762087548-61","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=12","","","$ 560.000,00 (Mensual)",""
"1762087548-62","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=12","","","$ 560.000,00 (Mensual)",""
"1762087548-63","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=12","","","$ 560.000,00 (Mensual)",""
"1762087548-64","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=12","","","$ 560.000,00 (Mensual)",""
"1762087548-65","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=12","","","$ 560.000,00 (Mensual)",""
"1762087548-66","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=12","","","$ 560.000,00 (Mensual)",""
"1762087548-67","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=12","","","$ 560.000,00 (Mensual)",""
"1762087548-68","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=12","","","$ 560.000,00 (Mensual)",""
"1762087548-69","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=12","","","$ 560.000,00 (Mensual)",""
"1762087548-70","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=12","","","$ 560.000,00 (Mensual)",""
"1762087548-71","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=12","","","$ 999.999,00 (Mensual)",""
"1762087548-72","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=12","","","$ 700.000,00 (Mensual)",""
"1762087548-73","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=12","","","Presencial y remoto",""
"1762087548-74","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=12","","","$ 230.000,00 (Mensual)",""
"1762087548-75","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=12","","","$ 999.999,00 (Mensual)",""
"1762087550-76","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=11","Analista de control de gestión con experiencia en Análisis de Datos","","",""
"1762087550-77","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=11","Consultor SAP SD Senior – Dominio de Inglés conversacional","","",""
"1762087550-78","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=11","Consultor SAP PP – Inglés conversacional intermedio/Avanzado","","",""
"1762087550-79","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=11","Asesor/a Comercial de Ventas Santiago","","",""
"1762087550-80","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=11","Analista de Business Intelligence: Estación Central (presencial y teletrabajo)","","",""
"1762087550-81","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=11","Analista control gestión (Tableau) área de Supply Chain","","",""
"1762087550-82","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=11","Ingenieros Industriales Analista en Digitalización de Procesos","","",""
"1762087550-83","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=11","Ingenieros Industriales Analista en Digitalización de Procesos","","",""
"1762087550-84","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=11","Asesor en Prevención de Riesgos","","",""
"1762087550-85","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=11","Analyst Business Planning con inglés conversacional","","",""
"1762087550-86","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=11","Analyst Business Planning","","",""
"1762087550-87","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=11","Analista control gestión con experiencia en Tableau","","",""
"1762087550-88","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=11","Junior Analista control gestión con experiencia en Tableau","","",""
"1762087550-89","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=11","Asesor Comercial Freelance IV","","",""
"1762087550-90","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=11","Analista Operaciones Junior","","",""
"1762087550-91","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=11","Analista de operaciones financieras","","",""
"1762087550-92","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=11","Asesor Colorista Retail Calama","","",""
"1762087550-93","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=11","Business Analyst","","",""
"1762087550-94","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=11","Analista de Business Intelligence: Estación Central (presencial y teletrabajo)","","",""
"1762087550-95","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=11","Business analyst","","",""
"1762087550-96","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=11","","","$ 950.000,00 (Mensual)",""
"1762087550-97","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=11","","","Presencial y remoto",""
"1762087550-98","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=11","","","Presencial y remoto",""
"1762087550-99","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=11","","","Presencial y remoto",""
"1762087550-100","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=11","","","$ 1.500.000,00 (Mensual)",""
"1762087550-101","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=11","","","Presencial y remoto",""
"1762087550-102","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=11","","","Presencial y remoto",""
"1762087550-103","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=11","","","$ 1.000.000,00 (Mensual)",""
"1762087550-104","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=11","","","$ 1.400.000,00 (Mensual)",""
"1762087550-105","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=11","","","$ 1.400.000,00 (Mensual)",""
"1762087550-106","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=11","","","$ 1.500.000,00 (Mensual)",""
"1762087550-107","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=11","","","$ 1.500.000,00 (Mensual)",""
"1762087550-108","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=11","","","$ 800.000,00 (Mensual) + Comisiones",""
"1762087550-109","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=11","","","$ 850.000,00 (Mensual)",""
"1762087550-110","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=11","","","$ 850.000,00 (Mensual)",""
"1762087550-111","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=11","","","$ 700.000,00 (Mensual)",""
"1762087550-112","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=11","","","$ 1.800.000,00 (Mensual)",""
"1762087550-113","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=11","","","Presencial y remoto",""
"1762087553-114","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=10","Analista de Gestión y Control – Concepcion","","",""
"1762087553-115","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=10","Asesor de servicio en tienda de retail / FT 44hrs","","",""
"1762087553-116","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=10","Analista Comercial/Providencia","","",""
"1762087553-117","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=10","Soporte de Sistemas /  Analista de Sistemas","","",""
"1762087553-118","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=10","Consultor SAP FICA (Freelance)","","",""
"1762087553-119","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=10","Consultor/a de Riesgo Operacional y Continuidad del Negocio","","",""
"1762087553-120","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=10","Analista de Business Intelligence: Estación Central (presencial y teletrabajo)","","",""
"1762087553-121","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=10","Analista de Operaciones","","",""
"1762087553-122","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=10","Asesor/a Asuntos Corporativos (reemplazo pre y post natal)","","",""
"1762087553-123","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=10","Business Analyst","","",""
"1762087553-124","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=10","Business analyst","","",""
"1762087553-125","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=10","Analista de Facturación $1.000.000 liquidos","","",""
"1762087553-126","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=10","Asesor Comercial Freelance Puerto Montt","","",""
"1762087553-127","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=10","Consultor SAP HANA","","",""
"1762087553-128","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=10","Asesor de servicio en tienda de retail / FT 44hrs","","",""
"1762087553-129","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=10","Consultor Power Platform Copilot Gen AI","","",""
"1762087553-130","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=10","Analista de Facturación $1.000.000 liquidos","","",""
"1762087553-131","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=10","Consultor SAP MM – Retail","","",""
"1762087553-132","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=10","Asesor en Prevención de Riesgos Turno Nocturno 8X6","","",""
"1762087553-133","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=10","Analista de reclutamiento y selección de personal","","",""
"1762087553-134","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=10","","","Presencial y remoto",""
"1762087553-135","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=10","","","$ 600.000,00 (Mensual)",""
"1762087553-136","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=10","","","Presencial y remoto",""
"1762087553-137","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=10","","","Presencial y remoto",""
"1762087553-138","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=10","","","$ 1.111.109,00 (Mensual)",""
"1762087553-139","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=10","","","Presencial y remoto",""
"1762087553-140","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=10","","","$ 800.000,00 (Mensual)",""
"1762087553-141","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=10","","","Presencial y remoto",""
"1762087553-142","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=10","","","$ 1.800.000,00 (Mensual)",""
"1762087553-143","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=10","","","$ 850.000,00 (Mensual) + Comisiones",""
"1762087553-144","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=10","","","Remoto",""
"1762087553-145","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=10","","","$ 600.000,00 (Mensual)",""
"1762087553-146","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=10","","","$ 2.600.000,00 (Mensual)",""
"1762087553-147","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=10","","","$ 600.000,00 (Mensual)",""
"1762087555-148","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=9","Analista de Costos Corporativos","","",""
"1762087555-149","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=9","Coordinador Call Center  44 hrs","","",""
"1762087555-150","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=9","Coordinador Call Center  44 hrs","","",""
"1762087555-151","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=9","Coordinador Call Center  44 hrs","","",""
"1762087555-152","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=9","Coordinador Call Center  44 hrs","","",""
"1762087555-153","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=9","Coordinador Call Center  44 hrs","","",""
"1762087555-154","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=9","Analista Comercial Calama / maquinaria mineria","","",""
"1762087555-155","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=9","Business Analyst Financiero","","",""
"1762087555-156","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=9","Asesor Consultivo Telefónico","","",""
"1762087555-157","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=9","Consultor Funcional TI","","",""
"1762087555-158","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=9","Analista de operaciones financieras","","",""
"1762087555-159","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=9","Asesor Prevención de Riesgos","","",""
"1762087555-160","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=9","Analista de Proyectos / Las Condes","","",""
"1762087555-161","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=9","Asesor Prevención de Riesgos","","",""
"1762087555-162","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=9","Analista de Seguridad de la Informacio  Banca","","",""
"1762087555-163","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=9","Asesor en Prevención de Riesgos","","",""
"1762087555-164","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=9","Asesor comercial en terreno RM","","",""
"1762087555-165","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=9","Asesor de servicio en tienda de retail FT","","",""
"1762087555-166","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=9","Coordinador(a) de Migración y Analista Funcional","","",""
"1762087555-167","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=9","Consultor SPCI (sistema de protección contra incendios)","","",""
"1762087555-168","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=9","","","$ 1.111.111,00 (Mensual)",""
"1762087555-169","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=9","","","Presencial y remoto",""
"1762087555-170","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=9","","","$ 600.000,00 (Mensual)",""
"1762087555-171","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=9","","","$ 999.999,00 (Mensual)",""
"1762087555-172","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=9","","","Presencial y remoto",""
"1762087555-173","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=9","","","$ 2.000.000,00 (Mensual)",""
"1762087555-174","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=9","","","$ 1.400.000,00 (Mensual)",""
"1762087555-175","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=9","","","$ 800.000,00 (Mensual)",""
"1762087555-176","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=9","","","$ 600.000,00 (Mensual)",""
"1762087555-177","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=9","","","Presencial y remoto",""
"1762087558-178","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=8","Coordinador Call Center  44 hrs","","",""
"1762087558-179","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=8","Analista de Costos Corporativos","","",""
"1762087558-180","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=8","Analista de Datos Comercial","","",""
"1762087558-181","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=8","Analista de Costos Corporativos","","",""
"1762087558-182","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=8","Coordinador Call Center  44 hrs","","",""
"1762087558-183","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=8","Analista de Costos Corporativos","","",""
"1762087558-184","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=8","Coordinador Call Center  44 hrs","","",""
"1762087558-185","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=8","Analista de Costos Corporativos","","",""
"1762087558-186","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=8","Coordinador Call Center  44 hrs","","",""
"1762087558-187","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=8","Coordinador Call Center  44 hrs","","",""
"1762087558-188","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=8","Coordinador Call Center  44 hrs","","",""
"1762087558-189","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=8","Coordinador Call Center  44 hrs","","",""
"1762087558-190","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=8","Coordinador Call Center  44 hrs","","",""
"1762087558-191","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=8","Coordinador Call Center  44 hrs","","",""
"1762087558-192","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=8","Coordinador Call Center  44 hrs","","",""
"1762087558-193","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=8","Analista de Costos Corporativos","","",""
"1762087558-194","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=8","Coordinador Call Center  44 hrs","","",""
"1762087558-195","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=8","Coordinador Call Center  44 hrs","","",""
"1762087558-196","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=8","Coordinador Call Center  44 hrs","","",""
"1762087558-197","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=8","Coordinador Call Center  44 hrs","","",""
"1762087558-198","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=8","","","$ 1.111.111,00 (Mensual)",""
"1762087558-199","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=8","","","Presencial y remoto",""
"1762087558-200","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=8","","","$ 1.111.111,00 (Mensual)",""
"1762087558-201","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=8","","","$ 1.111.111,00 (Mensual)",""
"1762087558-202","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=8","","","$ 1.111.111,00 (Mensual)",""
"1762087558-203","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=8","","","$ 1.111.111,00 (Mensual)",""
"1762087560-204","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=7","Coordinador Call Center  44 hrs","","",""
"1762087560-205","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=7","Analista Senior de abastecimiento – Las Condes (modalidad híbrida)","","",""
"1762087560-206","https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=7","Analista de Datos / GCP","","",""
