web-scraper-order,web-scraper-start-url,titulo,descripcion,salario,experiencia
"1762088091-29","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=8","","","$ 1.111.111,00 (Mensual)",""
"1762088091-30","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=8","","","$ 2.100.000,00 (Mensual)",""
"1762088091-31","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=8","","","$ 950.000,00 (Mensual)",""
"1762088091-32","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=8","","","$ 1.084.000,00 (Mensual)",""
"1762088094-33","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=7","Ingeniero control de gestión Junior (con estudios en la carrera)","","",""
"1762088094-34","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=7","Analista de Control de Gestión","","",""
"1762088094-35","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=7","Práctica Profesional","","",""
"1762088094-36","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=7","Analista Control de Gestión Copiapó","","",""
"1762088094-37","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=7","Ingeniero en Información y  control de gestión (Analista de control de gestión)","","",""
"1762088094-38","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=7","Ingeniero Control de Gestión para La Unión.","","",""
"1762088094-39","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=7","Analista Sr de Control de Gestión","","",""
"1762088094-40","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=7","Analista de control de gestión (Ingeniero control de gestión)","","",""
"1762088094-41","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=7","Analista Gestión y Control Procesos","","",""
"1762088094-42","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=7","Analista de Reportabilidad y control de Gestión","","",""
"1762088094-43","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=7","Analista de Control de Gestión Junior","","",""
"1762088094-44","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=7","Ingeniero Control Gestión C","","",""
"1762088094-45","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=7","Analista de Control de Gestión","","",""
"1762088094-46","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=7","Analista de control de gestión 5x2 Mineria","","",""
"1762088094-47","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=7","Ingeniero con experiencia en Control de Gestión de Mantenimiento.","","",""
"1762088094-48","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=7","Analista Control Gestión","","",""
"1762088094-49","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=7","Analista de Cobranzas y Control de Gestión (Las Condes)","","",""
"1762088094-50","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=7","Analista de Control Gestión","","",""
"1762088094-51","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=7","Apoyo Control y Gestión Boletas de Garantía Pudahuel","","",""
"1762088094-52","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=7","Analista control de gestión Magallanes","","",""
"1762088094-53","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=7","","","$ 1.050.000,00 (Mensual)",""
"1762088094-54","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=7","","","$ 1.000.000,00 (Mensual)",""
"1762088094-55","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=7","","","$ 200.000,00 (Mensual)",""
"1762088094-56","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=7","","","$ 1.100.000,00 (Mensual)",""
"1762088094-57","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=7","","","Presencial y remoto",""
"1762088094-58","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=7","","","$ 1.100.000,00 (Mensual)",""
"1762088094-59","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=7","","","$ 1.800.000,00 (Mensual)",""
"1762088094-60","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=7","","","$ 1.250.000,00 (Mensual)",""
"1762088094-61","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=7","","","$ 739.000,00 (Mensual)",""
"1762088096-62","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=6","Asistente de Control y Gestión Área Garantía Híbrido Pudahuel Rubro Eléctrico","","",""
"1762088096-63","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=6","Práctica en control de gestión/ Análisis de datos","","",""
"1762088096-64","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=6","Analista control gestión (Tableau) área de Supply Chain","","",""
"1762088096-65","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=6","Jefe Control de Gestión","","",""
"1762088096-66","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=6","Práctica Profesional – Área control de gestión","","",""
"1762088096-67","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=6","Ingeniero control Gestión en Tableau","","",""
"1762088096-68","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=6","Analista de Control de Gestión en Tableau","","",""
"1762088096-69","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=6","Analista control gestión con experiencia en Tableau","","",""
"1762088096-70","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=6","Junior Analista control gestión con experiencia en Tableau","","",""
"1762088096-71","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=6","Analista de Control de Gestión – RR.HH.","","",""
"1762088096-72","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=6","Analista de Presupuesto y Control de Gestión","","",""
"1762088096-73","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=6","Analista de Control de Gestión y Operacional","","",""
"1762088096-74","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=6","Jefe control de Gestión","","",""
"1762088096-75","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=6","Ingeniero control de gestión","","",""
"1762088096-76","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=6","Analista de Riesgos Control de Gestión Riesgo","","",""
"1762088096-77","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=6","Administrativa Jr (Control de Gestión)","","",""
"1762088096-78","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=6","analista de control de gestión","","",""
"1762088096-79","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=6","Analista de Operaciones","","",""
"1762088096-80","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=6","Practica Control de Gestion  TI para nuestro cliente Latam Airlines","","",""
"1762088096-81","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=6","Analista de Control Gestión","","",""
"1762088096-82","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=6","","","$ 750.000,00 (Mensual)",""
"1762088096-83","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=6","","","$ 1.500.000,00 (Mensual)",""
"1762088096-84","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=6","","","$ 1.500.000,00 (Mensual)",""
"1762088096-85","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=6","","","$ 1.500.000,00 (Mensual)",""
"1762088096-86","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=6","","","$ 1.500.000,00 (Mensual)",""
"1762088096-87","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=6","","","$ 1.500.000,00 (Mensual)",""
"1762088096-88","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=6","","","$ 1.200.000,00 (Mensual)",""
"1762088096-89","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=6","","","$ 1.200.000,00 (Mensual)",""
"1762088096-90","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=6","","","$ 900.000,00 (Mensual)",""
"1762088096-91","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=6","","","$ 1.300.000,00 (Mensual)",""
"1762088096-92","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=6","","","Presencial y remoto",""
"1762088096-93","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=6","","","Presencial y remoto",""
"1762088098-94","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=5","Asistente de Control y Gestión Área Garantía Híbrido Pudahuel Rubro Eléctrico","","",""
"1762088098-95","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=5","Analista Control de Gestión – Vitacura","","",""
"1762088098-96","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=5","Analista de control y gestión","","",""
"1762088098-97","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=5","Ingeniero en Información y  control de gestión (Analista de control de gestión)","","",""
"1762088098-98","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=5","Control y Gestion","","",""
"1762088098-99","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=5","Analista Control de Gestión ($2.200.000)","","",""
"1762088098-100","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=5","Especialista Control Gestión/ Ingeniero, Proyecto RM","","",""
"1762088098-101","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=5","Ingeniero/a Senior Control de Gestión","","",""
"1762088098-102","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=5","Ingeniero Control Gestión","","",""
"1762088098-103","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=5","analista de control de gestión","","",""
"1762088098-104","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=5","Analista de Procesos y Control de Gestión","","",""
"1762088098-105","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=5","Control Gestión","","",""
"1762088098-106","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=5","Analista Control de Gestión","","",""
"1762088098-107","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=5","Analista Control de Gestión","","",""
"1762088098-108","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=5","Analista de control de gestión con experiencia en Análisis de Datos","","",""
"1762088098-109","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=5","Administrativa Jr (Control de Gestión)","","",""
"1762088098-110","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=5","Analista control de gestión o Ing. Informática control gestión","","",""
"1762088098-111","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=5","analista de control de gestión","","",""
"1762088098-112","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=5","Analista Control Gestión","","",""
"1762088098-113","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=5","Buscamos Practicante para el área de Operaciones y Control de Gestión","","",""
"1762088098-114","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=5","","","$ 750.000,00 (Mensual)",""
"1762088098-115","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=5","","","Presencial y remoto",""
"1762088098-116","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=5","","","$ 900.000,00 (Mensual)",""
"1762088098-117","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=5","","","$ 1.100.000,00 (Mensual)",""
"1762088098-118","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=5","","","$ 2.200.000,00 (Mensual)",""
"1762088098-119","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=5","","","Presencial y remoto",""
"1762088098-120","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=5","","","$ 2.200.000,00 (Mensual)",""
"1762088098-121","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=5","","","$ 1.300.000,00 (Mensual)",""
"1762088098-122","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=5","","","$ 750.000,00 (Mensual)",""
"1762088098-123","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=5","","","$ 2.000.000,00 (Mensual)",""
"1762088098-124","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=5","","","$ 1.000.000,00 (Mensual)",""
"1762088098-125","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=5","","","$ 1.300.000,00 (Mensual)",""
"1762088098-126","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=5","","","$ 950.000,00 (Mensual)",""
"1762088098-127","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=5","","","$ 900.000,00 (Mensual)",""
"1762088098-128","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=5","","","$ 1.100.000,00 (Mensual)",""
"1762088098-129","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=5","","","$ 1.300.000,00 (Mensual)",""
"1762088101-130","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=4","Control de Gestión y Seguridad en flota","","",""
"1762088101-131","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=4","Analista de Control de Gestión y Compras – Renca (Consumo Masivo)","","",""
"1762088101-132","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=4","Ingeniero en Control de Gestión","","",""
"1762088101-133","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=4","Titulado Ingeniero en Información y control de gestión Junior (máximo 1 año de experiencia)","","",""
"1762088101-134","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=4","Responsable de Administración y Control de Gestión – Las Condes","","",""
"1762088101-135","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=4","Analista de Control Gestión","","",""
"1762088101-136","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=4","Ingeniero/a de control de gestión","","",""
"1762088101-137","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=4","Contador Auditor – control de gestión","","",""
"1762088101-138","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=4","Analista control gestión","","",""
"1762088101-139","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=4","Analista Control de Gestión","","",""
"1762088101-140","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=4","Ingeniero en Control de Gestión / Lun a vie $1.300.000 líquidos","","",""
"1762088101-141","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=4","Práctica en Eficiencia Operacional Ingenieros en Control de Gestión o Civil Industrial","","",""
"1762088101-142","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=4","Buscamos Practicante para el área de Operaciones y Control de Gestión","","",""
"1762088101-143","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=4","Subgerente Control de Gestión","","",""
"1762088101-144","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=4","Alumno en práctica Ingeniería","","",""
"1762088101-145","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=4","Analista de Control Gestión Senior","","",""
"1762088101-146","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=4","Ingeniero/a en Control de Gestión","","",""
"1762088101-147","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=4","Analista Control de Gestión","","",""
"1762088101-148","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=4","Jefe Control y Gestión","","",""
"1762088101-149","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=4","Ingeniero de Control y Gestión de Proyectos Minera los Pelambres","","",""
"1762088101-150","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=4","","","$ 900.000,00 (Mensual)",""
"1762088101-151","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=4","","","Presencial y remoto",""
"1762088101-152","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=4","","","$ 1.100.000,00 (Mensual)",""
"1762088101-153","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=4","","","$ 1.300.000,00 (Mensual)",""
"1762088101-154","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=4","","","Presencial y remoto",""
"1762088101-155","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=4","","","Presencial y remoto",""
"1762088101-156","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=4","","","$ 1.000.000,00 (Mensual)",""
"1762088101-157","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=4","","","$ 200.000,00 (Mensual)",""
"1762088101-158","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=4","","","$ 1.111.111,00 (Mensual)",""
"1762088101-159","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=4","","","$ 3.000.000,00 (Mensual)",""
"1762088103-160","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=3","Analista Control de Gestión","","",""
"1762088103-161","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=3","Analista de Reportabilidad y Control de Gestión/4x3/Calama/Sin pernoctación","","",""
"1762088103-162","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=3","Analista de Gestión y Control – Concepcion","","",""
"1762088103-163","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=3","Analista de control de gestión / Maipu","","",""
"1762088103-164","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=3","Analista de Control de Gestión en RR.HH $1.500.000","","",""
"1762088103-165","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=3","Responsable de Administración y Control de Gestión – Las Condes","","",""
"1762088103-166","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=3","Analista de Control de Gestión – Infraestructura","","",""
"1762088103-167","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=3","Analista de Control de Gestión","","",""
"1762088103-168","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=3","Analista de Control de Gestión (Proyecto)","","",""
"1762088103-169","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=3","Practica profesional: Técnico o Ingeniería en Logística,","","",""
"1762088103-170","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=3","Analista de Control de Gestión y Compensaciones","","",""
"1762088103-171","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=3","Analista Control Gestión","","",""
"1762088103-172","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=3","Ingeniero Analista de Licitaciones, Propuestas y Control de Gestión de Proyectos Mineros en Santiago","","",""
"1762088103-173","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=3","Ing. Eléctrico Auditor  y Control de Gestión (Las Condes)","","",""
"1762088103-174","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=3","Practica control de gestión","","",""
"1762088103-175","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=3","Analista de Cobranzas y Control de Gestión (Las Condes)","","",""
"1762088103-176","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=3","Analista de control de gestión 5x2 Mineria","","",""
"1762088103-177","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=3","Analista de control de gestión","","",""
"1762088103-178","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=3","Ingeniero Control de Gestion Mineria Antofagasta","","",""
"1762088103-179","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=3","Ingeniero Control Gestion de Mantenimiento","","",""
"1762088103-180","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=3","","","Presencial y remoto",""
"1762088103-181","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=3","","","$ 800.000,00 (Mensual)",""
"1762088103-182","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=3","","","$ 1.500.000,00 (Mensual)",""
"1762088103-183","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=3","","","$ 1.800.000,00 (Mensual)",""
"1762088103-184","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=3","","","$ 1.200.000,00 (Mensual)",""
"1762088103-185","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=3","","","$ 500.000,00 (Mensual)",""
"1762088103-186","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=3","","","Presencial y remoto",""
"1762088103-187","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=3","","","$ 280.000,00 (Mensual)",""
"1762088103-188","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=3","","","$ 1.250.000,00 (Mensual)",""
"1762088103-189","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=3","","","$ 1.400.000,00 (Mensual)",""
"1762088103-190","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=3","","","$ 2.500.000,00 (Mensual)",""
"1762088103-191","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=3","","","$ 1.200.000,00 (Mensual)",""
"1762088105-192","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=2","Analista de Control de Gestión","","",""
"1762088105-193","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=2","Ingeniero Control de Gestión Comercial para Colun.","","",""
"1762088105-194","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=2","Control de gestión y apoyo Administrativo","","",""
"1762088105-195","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=2","Analista control de gestión","","",""
"1762088105-196","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=2","Ing. Eléctrico Auditor  y Control de Gestión (Las Condes)","","",""
"1762088105-197","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=2","Control de gestión de Mantenimiento experiencia SAP y minería","","",""
"1762088105-198","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=2","Analista de Cobranzas y Control de Gestión (Las Condes)","","",""
"1762088105-199","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=2","Analista Control Gestión","","",""
"1762088105-200","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=2","Analista de Control de Gestión – Recolección","","",""
"1762088105-201","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=2","Analista Control de Gestión","","",""
"1762088105-202","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=2","Analista de control de gestión","","",""
"1762088105-203","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=2","Ingeniero  para Control de Gestión de Mantenimiento Industrial en La Unión","","",""
"1762088105-204","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=2","Ingeniero control de gestión Junior o Analista control de Gestión Junior","","",""
"1762088105-205","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=2","Recién titulado de la carrera Ingeniero información y control de gestión (NO es informatico)","","",""
"1762088105-206","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=2","Analista Control de Gestión","","",""
"1762088105-207","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=2","Analista Control de Gestión","","",""
"1762088105-208","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=2","Analista de Administración y Control de Gestión – Las Condes","","",""
"1762088105-209","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=2","Asistente de Administración y Control de Gestión – Las Condes","","",""
"1762088105-210","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=2","Analista de control Gestión","","",""
"1762088105-211","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=2","Ingeniero de Estudios/Área: Control de Gestión/Providencia","","",""
"1762088105-212","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=2","","","$ 1.111.111,00 (Mensual)",""
"1762088105-213","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=2","","","$ 1.000.000,00 (Mensual)",""
"1762088105-214","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=2","","","$ 1.250.000,00 (Mensual)",""
"1762088105-215","https://cl.computrabajo.com/trabajo-de-control-de-gestion-ti?p=2","","","$ 1.000.000,00 (Mensual)",""
