web-scraper-order,web-scraper-start-url,titulo,descripcion,salario,experiencia
"1762061088-59","https://cl.computrabajo.com/trabajo-de-business-analyst-ti?p=6","","","$ 529.000,00 (Mensual) + Comisiones",""
"1762061088-60","https://cl.computrabajo.com/trabajo-de-business-analyst-ti?p=6","","","$ 344.000,00 (Mensual)",""
"1762061088-61","https://cl.computrabajo.com/trabajo-de-business-analyst-ti?p=6","","","Remoto",""
"1762061088-62","https://cl.computrabajo.com/trabajo-de-business-analyst-ti?p=6","","","Presencial y remoto",""
"1762061088-63","https://cl.computrabajo.com/trabajo-de-business-analyst-ti?p=6","","","Presencial y remoto",""
"1762061088-64","https://cl.computrabajo.com/trabajo-de-business-analyst-ti?p=6","","","$ 344.000,00 (Mensual)",""
"1762061088-65","https://cl.computrabajo.com/trabajo-de-business-analyst-ti?p=6","","","$ 2.200.000,00 (Mensual)",""
"1762061088-66","https://cl.computrabajo.com/trabajo-de-business-analyst-ti?p=6","","","$ 320.000,00 (Mensual)",""
"1762061088-67","https://cl.computrabajo.com/trabajo-de-business-analyst-ti?p=6","","","$ 600.000,00 (Mensual)",""
"1762061088-68","https://cl.computrabajo.com/trabajo-de-business-analyst-ti?p=6","","","$ 344.000,00 (Mensual)",""
"1762061088-69","https://cl.computrabajo.com/trabajo-de-business-analyst-ti?p=6","","","$ 320.000,00 (Mensual)",""
"1762061088-70","https://cl.computrabajo.com/trabajo-de-business-analyst-ti?p=6","","","$ 340.000,00 (Mensual)",""
"1762061088-71","https://cl.computrabajo.com/trabajo-de-business-analyst-ti?p=6","","","$ 344.000,00 (Mensual)",""
"1762061088-72","https://cl.computrabajo.com/trabajo-de-business-analyst-ti?p=6","","","$ 344.000,00 (Mensual)",""
"1762061088-73","https://cl.computrabajo.com/trabajo-de-business-analyst-ti?p=6","","","$ 344.000,00 (Mensual)",""
"1762061090-74","https://cl.computrabajo.com/trabajo-de-business-analyst-ti?p=5","Asesor/a financiero en tienda retial / Puente Alto","","",""
"1762061090-75","https://cl.computrabajo.com/trabajo-de-business-analyst-ti?p=5","Asesor financiero en tienda de retail / 25hrs","","",""
"1762061090-76","https://cl.computrabajo.com/trabajo-de-business-analyst-ti?p=5","Asesor financiero en tienda de retail / 25hrs Cauquenes","","",""
"1762061090-77","https://cl.computrabajo.com/trabajo-de-business-analyst-ti?p=5","Analista de Datos / GCP","","",""
"1762061090-78","https://cl.computrabajo.com/trabajo-de-business-analyst-ti?p=5","Analista de Recursos Humanos Senior","","",""
"1762061090-79","https://cl.computrabajo.com/trabajo-de-business-analyst-ti?p=5","Asesor de venta en tienda de retail","","",""
"1762061090-80","https://cl.computrabajo.com/trabajo-de-business-analyst-ti?p=5","Consultor/a de Riesgo Operacional y Continuidad del Negocio","","",""
"1762061090-81","https://cl.computrabajo.com/trabajo-de-business-analyst-ti?p=5","Asesor financiero en tienda de retail","","",""
"1762061090-82","https://cl.computrabajo.com/trabajo-de-business-analyst-ti?p=5","Analista de Continuidad Operacional","","",""
"1762061090-83","https://cl.computrabajo.com/trabajo-de-business-analyst-ti?p=5","Asesor de Compras FT Tienda Ripley calama","","",""
"1762061090-84","https://cl.computrabajo.com/trabajo-de-business-analyst-ti?p=5","Analista Consumer y Market Insights","","",""
"1762061090-85","https://cl.computrabajo.com/trabajo-de-business-analyst-ti?p=5","Asesor de Compras Tienda Ripley Calama PT","","",""
"1762061090-86","https://cl.computrabajo.com/trabajo-de-business-analyst-ti?p=5","Asesor/a Financiero/a para tienda retail Ancud","","",""
"1762061090-87","https://cl.computrabajo.com/trabajo-de-business-analyst-ti?p=5","Coronel, Asesor de venta en tienda de retail","","",""
"1762061090-88","https://cl.computrabajo.com/trabajo-de-business-analyst-ti?p=5","Asesor financiero en tienda de retail","","",""
"1762061090-89","https://cl.computrabajo.com/trabajo-de-business-analyst-ti?p=5","Asesor de venta en tienda de retail","","",""
"1762061090-90","https://cl.computrabajo.com/trabajo-de-business-analyst-ti?p=5","Asesor de venta en tienda la polar","","",""
"1762061090-91","https://cl.computrabajo.com/trabajo-de-business-analyst-ti?p=5","Asesor/a Financiero en tienda de Retail ABC","","",""
"1762061090-92","https://cl.computrabajo.com/trabajo-de-business-analyst-ti?p=5","Paillaco, Asesor de venta en tienda de retail","","",""
"1762061090-93","https://cl.computrabajo.com/trabajo-de-business-analyst-ti?p=5","Asesor/a financiero en tienda retail","","",""
"1762061090-94","https://cl.computrabajo.com/trabajo-de-business-analyst-ti?p=5","","","$ 344.000,00 (Mensual)",""
"1762061090-95","https://cl.computrabajo.com/trabajo-de-business-analyst-ti?p=5","","","$ 340.000,00 (Mensual)",""
"1762061090-96","https://cl.computrabajo.com/trabajo-de-business-analyst-ti?p=5","","","$ 340.000,00 (Mensual)",""
"1762061090-97","https://cl.computrabajo.com/trabajo-de-business-analyst-ti?p=5","","","Remoto",""
"1762061090-98","https://cl.computrabajo.com/trabajo-de-business-analyst-ti?p=5","","","$ 1.000.000,00 (Mensual)",""
"1762061090-99","https://cl.computrabajo.com/trabajo-de-business-analyst-ti?p=5","","","$ 344.000,00 (Mensual)",""
"1762061090-100","https://cl.computrabajo.com/trabajo-de-business-analyst-ti?p=5","","","$ 344.000,00 (Mensual)",""
"1762061090-101","https://cl.computrabajo.com/trabajo-de-business-analyst-ti?p=5","","","$ 1.800.000,00 (Mensual)",""
"1762061090-102","https://cl.computrabajo.com/trabajo-de-business-analyst-ti?p=5","","","$ 320.000,00 (Mensual)",""
"1762061090-103","https://cl.computrabajo.com/trabajo-de-business-analyst-ti?p=5","","","$ 249.000,00 (Mensual)",""
"1762061090-104","https://cl.computrabajo.com/trabajo-de-business-analyst-ti?p=5","","","$ 344.000,00 (Mensual)",""
"1762061090-105","https://cl.computrabajo.com/trabajo-de-business-analyst-ti?p=5","","","$ 343.999,00 (Mensual)",""
"1762061090-106","https://cl.computrabajo.com/trabajo-de-business-analyst-ti?p=5","","","$ 344.000,00 (Mensual)",""
"1762061090-107","https://cl.computrabajo.com/trabajo-de-business-analyst-ti?p=5","","","$ 344.000,00 (Mensual)",""
"1762061090-108","https://cl.computrabajo.com/trabajo-de-business-analyst-ti?p=5","","","$ 580.000,00 (Mensual)",""
"1762061090-109","https://cl.computrabajo.com/trabajo-de-business-analyst-ti?p=5","","","$ 344.000,00 (Mensual)",""
"1762061093-110","https://cl.computrabajo.com/trabajo-de-business-analyst-ti?p=4","Analista Marketing","","",""
"1762061093-111","https://cl.computrabajo.com/trabajo-de-business-analyst-ti?p=4","Asesor de servicio en tienda de retail FT","","",""
"1762061093-112","https://cl.computrabajo.com/trabajo-de-business-analyst-ti?p=4","Asesor financiero  en tienda de retail","","",""
"1762061093-113","https://cl.computrabajo.com/trabajo-de-business-analyst-ti?p=4","Asesor financiero en tienda de retail","","",""
"1762061093-114","https://cl.computrabajo.com/trabajo-de-business-analyst-ti?p=4","Asesor financiero en tienda de retail","","",""
"1762061093-115","https://cl.computrabajo.com/trabajo-de-business-analyst-ti?p=4","Analista de Datos / GCP","","",""
"1762061093-116","https://cl.computrabajo.com/trabajo-de-business-analyst-ti?p=4","Analista Contable, Experiencia en Mercado de Valores.","","",""
"1762061093-117","https://cl.computrabajo.com/trabajo-de-business-analyst-ti?p=4","Asesor/a Financiero/a para tienda retail Paillaco","","",""
"1762061093-118","https://cl.computrabajo.com/trabajo-de-business-analyst-ti?p=4","Analista contable","","",""
"1762061093-119","https://cl.computrabajo.com/trabajo-de-business-analyst-ti?p=4","Analista de Datos","","",""
"1762061093-120","https://cl.computrabajo.com/trabajo-de-business-analyst-ti?p=4","Asesor financiero en tienda de retail","","",""
"1762061093-121","https://cl.computrabajo.com/trabajo-de-business-analyst-ti?p=4","Asesor financiero en tienda de retail","","",""
"1762061093-122","https://cl.computrabajo.com/trabajo-de-business-analyst-ti?p=4","Asesor de servicio en tienda de retail / FT 44hrs","","",""
"1762061093-123","https://cl.computrabajo.com/trabajo-de-business-analyst-ti?p=4","Asesor de Compras Tienda Ripley Coquimbo Part time( Sabado y Domingo)","","",""
"1762061093-124","https://cl.computrabajo.com/trabajo-de-business-analyst-ti?p=4","San Antonio, Asesor de venta en tienda de retail","","",""
"1762061093-125","https://cl.computrabajo.com/trabajo-de-business-analyst-ti?p=4","Asesor de Compras Tienda Ripley Coquimbo (25 Horas semanales)","","",""
"1762061093-126","https://cl.computrabajo.com/trabajo-de-business-analyst-ti?p=4","Asesor de Compras Tienda Ripley Coquimbo","","",""
"1762061093-127","https://cl.computrabajo.com/trabajo-de-business-analyst-ti?p=4","Consultor/a de Belleza Campaña Especial","","",""
"1762061093-128","https://cl.computrabajo.com/trabajo-de-business-analyst-ti?p=4","Asesor Integral de ventas en Tienda de Retail Abcdin","","",""
"1762061093-129","https://cl.computrabajo.com/trabajo-de-business-analyst-ti?p=4","Asesor/a financiero en tienda retial / Cunco","","",""
"1762061093-130","https://cl.computrabajo.com/trabajo-de-business-analyst-ti?p=4","","","$ 1.000.000,00 (Mensual)",""
"1762061093-131","https://cl.computrabajo.com/trabajo-de-business-analyst-ti?p=4","","","$ 600.000,00 (Mensual)",""
"1762061093-132","https://cl.computrabajo.com/trabajo-de-business-analyst-ti?p=4","","","$ 600.000,00 (Mensual)",""
"1762061093-133","https://cl.computrabajo.com/trabajo-de-business-analyst-ti?p=4","","","$ 344.000,00 (Mensual)",""
"1762061093-134","https://cl.computrabajo.com/trabajo-de-business-analyst-ti?p=4","","","$ 248.999,00 (Mensual)",""
"1762061093-135","https://cl.computrabajo.com/trabajo-de-business-analyst-ti?p=4","","","Remoto",""
"1762061093-136","https://cl.computrabajo.com/trabajo-de-business-analyst-ti?p=4","","","Presencial y remoto",""
"1762061093-137","https://cl.computrabajo.com/trabajo-de-business-analyst-ti?p=4","","","$ 249.000,00 (Mensual)",""
"1762061093-138","https://cl.computrabajo.com/trabajo-de-business-analyst-ti?p=4","","","$ 344.000,00 (Mensual)",""
"1762061093-139","https://cl.computrabajo.com/trabajo-de-business-analyst-ti?p=4","","","$ 344.000,00 (Mensual)",""
"1762061093-140","https://cl.computrabajo.com/trabajo-de-business-analyst-ti?p=4","","","$ 600.000,00 (Mensual)",""
"1762061093-141","https://cl.computrabajo.com/trabajo-de-business-analyst-ti?p=4","","","$ 249.000,00 (Mensual)",""
"1762061093-142","https://cl.computrabajo.com/trabajo-de-business-analyst-ti?p=4","","","$ 1.000.000,00 (Mensual)",""
"1762061093-143","https://cl.computrabajo.com/trabajo-de-business-analyst-ti?p=4","","","$ 320.000,00 (Mensual)",""
"1762061093-144","https://cl.computrabajo.com/trabajo-de-business-analyst-ti?p=4","","","$ 344.000,00 (Mensual)",""
"1762061095-145","https://cl.computrabajo.com/trabajo-de-business-analyst-ti?p=3","Asesor/a Financiero/a para tienda retail Cunco","","",""
"1762061095-146","https://cl.computrabajo.com/trabajo-de-business-analyst-ti?p=3","Asesor de Tienda Ripley Rancagua","","",""
"1762061095-147","https://cl.computrabajo.com/trabajo-de-business-analyst-ti?p=3","Asesor de Tienda Ripley San Fernando","","",""
"1762061095-148","https://cl.computrabajo.com/trabajo-de-business-analyst-ti?p=3","Asesor de Tienda Ripley Maipú","","",""
"1762061095-149","https://cl.computrabajo.com/trabajo-de-business-analyst-ti?p=3","Asesor de Tienda Ripley Plaza Oeste","","",""
"1762061095-150","https://cl.computrabajo.com/trabajo-de-business-analyst-ti?p=3","Analista de Riesgos y Control Interno","","",""
"1762061095-151","https://cl.computrabajo.com/trabajo-de-business-analyst-ti?p=3","Analista de Datos GCP","","",""
"1762061095-152","https://cl.computrabajo.com/trabajo-de-business-analyst-ti?p=3","Asesor financiero  en tienda de retail","","",""
"1762061095-153","https://cl.computrabajo.com/trabajo-de-business-analyst-ti?p=3","Analista de Datos / GCP","","",""
"1762061095-154","https://cl.computrabajo.com/trabajo-de-business-analyst-ti?p=3","Ovalle, Asesor de venta en tienda de retail","","",""
"1762061095-155","https://cl.computrabajo.com/trabajo-de-business-analyst-ti?p=3","Data Analyst / GCP","","",""
"1762061095-156","https://cl.computrabajo.com/trabajo-de-business-analyst-ti?p=3","Analista de Datos GCP","","",""
"1762061095-157","https://cl.computrabajo.com/trabajo-de-business-analyst-ti?p=3","Asesor financiero en tienda de retail AD","","",""
"1762061095-158","https://cl.computrabajo.com/trabajo-de-business-analyst-ti?p=3","Analista Contable Senior","","",""
"1762061095-159","https://cl.computrabajo.com/trabajo-de-business-analyst-ti?p=3","Analista de ventas","","",""
"1762061095-160","https://cl.computrabajo.com/trabajo-de-business-analyst-ti?p=3","Analista de Datos GCP","","",""
"1762061095-161","https://cl.computrabajo.com/trabajo-de-business-analyst-ti?p=3","Analista de tesorería","","",""
"1762061095-162","https://cl.computrabajo.com/trabajo-de-business-analyst-ti?p=3","Data Analyst / GCP","","",""
"1762061095-163","https://cl.computrabajo.com/trabajo-de-business-analyst-ti?p=3","Analista Contable","","",""
"1762061095-164","https://cl.computrabajo.com/trabajo-de-business-analyst-ti?p=3","Analista Riesgos y control interno","","",""
"1762061095-165","https://cl.computrabajo.com/trabajo-de-business-analyst-ti?p=3","","","$ 580.000,00 (Mensual)",""
"1762061095-166","https://cl.computrabajo.com/trabajo-de-business-analyst-ti?p=3","","","$ 2.000.000,00 (Mensual)",""
"1762061095-167","https://cl.computrabajo.com/trabajo-de-business-analyst-ti?p=3","","","Remoto",""
"1762061095-168","https://cl.computrabajo.com/trabajo-de-business-analyst-ti?p=3","","","$ 600.000,00 (Mensual)",""
"1762061095-169","https://cl.computrabajo.com/trabajo-de-business-analyst-ti?p=3","","","Remoto",""
"1762061095-170","https://cl.computrabajo.com/trabajo-de-business-analyst-ti?p=3","","","$ 249.000,00 (Mensual)",""
"1762061095-171","https://cl.computrabajo.com/trabajo-de-business-analyst-ti?p=3","","","Remoto",""
"1762061095-172","https://cl.computrabajo.com/trabajo-de-business-analyst-ti?p=3","","","Remoto",""
"1762061095-173","https://cl.computrabajo.com/trabajo-de-business-analyst-ti?p=3","","","$ 248.999,00 (Mensual)",""
"1762061095-174","https://cl.computrabajo.com/trabajo-de-business-analyst-ti?p=3","","","$ 13.000.000,00 (Mensual)",""
"1762061095-175","https://cl.computrabajo.com/trabajo-de-business-analyst-ti?p=3","","","Remoto",""
"1762061095-176","https://cl.computrabajo.com/trabajo-de-business-analyst-ti?p=3","","","$ 760.000,00 (Mensual)",""
"1762061095-177","https://cl.computrabajo.com/trabajo-de-business-analyst-ti?p=3","","","$ 2.200.000,00 (Mensual)",""
"1762061095-178","https://cl.computrabajo.com/trabajo-de-business-analyst-ti?p=3","","","$ 1.100.000,00 (Mensual)",""
"1762061097-179","https://cl.computrabajo.com/trabajo-de-business-analyst-ti?p=2","Business Analyst","","",""
"1762061097-180","https://cl.computrabajo.com/trabajo-de-business-analyst-ti?p=2","Business Analyst","","",""
"1762061097-181","https://cl.computrabajo.com/trabajo-de-business-analyst-ti?p=2","Business Analyst","","",""
"1762061097-182","https://cl.computrabajo.com/trabajo-de-business-analyst-ti?p=2","Business Analyst TI","","",""
"1762061097-183","https://cl.computrabajo.com/trabajo-de-business-analyst-ti?p=2","Business Analyst","","",""
"1762061097-184","https://cl.computrabajo.com/trabajo-de-business-analyst-ti?p=2","Analista de planificación área retail en Vitacura 1.400.000 líquidos (reemplazo)","","",""
"1762061097-185","https://cl.computrabajo.com/trabajo-de-business-analyst-ti?p=2","IT Technology Analyst","","",""
"1762061097-186","https://cl.computrabajo.com/trabajo-de-business-analyst-ti?p=2","Bussines Analyst","","",""
"1762061097-187","https://cl.computrabajo.com/trabajo-de-business-analyst-ti?p=2","Analista de planificación área retail en Vitacura 1.400.000 líquidos (reemplazo)","","",""
"1762061097-188","https://cl.computrabajo.com/trabajo-de-business-analyst-ti?p=2","Analista de planificación área retail en Vitacura 1.400.000 líquidos (reemplazo)","","",""
"1762061097-189","https://cl.computrabajo.com/trabajo-de-business-analyst-ti?p=2","Analista de Planificación Empresarial","","",""
"1762061097-190","https://cl.computrabajo.com/trabajo-de-business-analyst-ti?p=2","Analista de planificación área retail en Vitacura 1.400.000 líquidos (reemplazo)","","",""
"1762061097-191","https://cl.computrabajo.com/trabajo-de-business-analyst-ti?p=2","Analista de planificación para Vitacura 1.400.000 líquidos (reemplazo pre y post natal)","","",""
"1762061097-192","https://cl.computrabajo.com/trabajo-de-business-analyst-ti?p=2","Analista de planificación área retail en Vitacura 1.400.000 líquidos (reemplazo)","","",""
"1762061097-193","https://cl.computrabajo.com/trabajo-de-business-analyst-ti?p=2","Analista de planificación área retail en Vitacura 1.400.000 líquidos (reemplazo)","","",""
"1762061097-194","https://cl.computrabajo.com/trabajo-de-business-analyst-ti?p=2","Analista de planificación área retail en Vitacura 1.400.000 líquidos (reemplazo)","","",""
"1762061097-195","https://cl.computrabajo.com/trabajo-de-business-analyst-ti?p=2","Analista de planificación área retail en Vitacura 1.400.000 líquidos (reemplazo)","","",""
"1762061097-196","https://cl.computrabajo.com/trabajo-de-business-analyst-ti?p=2","Analista de planificación área retail en Vitacura 1.400.000 líquidos (reemplazo)","","",""
"1762061097-197","https://cl.computrabajo.com/trabajo-de-business-analyst-ti?p=2","Analista de planificación área retail en Vitacura 1.400.000 líquidos (reemplazo)","","",""
"1762061097-198","https://cl.computrabajo.com/trabajo-de-business-analyst-ti?p=2","Analista de planificación área retail en Vitacura 1.400.000 líquidos (reemplazo)","","",""
"1762061097-199","https://cl.computrabajo.com/trabajo-de-business-analyst-ti?p=2","","","$ 1.800.000,00 (Mensual)",""
"1762061097-200","https://cl.computrabajo.com/trabajo-de-business-analyst-ti?p=2","","","$ 1.800.000,00 (Mensual)",""
"1762061097-201","https://cl.computrabajo.com/trabajo-de-business-analyst-ti?p=2","","","$ 1.800.000,00 (Mensual)",""
"1762061097-202","https://cl.computrabajo.com/trabajo-de-business-analyst-ti?p=2","","","$ 1.800.000,00 (Mensual)",""
"1762061097-203","https://cl.computrabajo.com/trabajo-de-business-analyst-ti?p=2","","","$ 1.400.000,00 (Mensual)",""
"1762061097-204","https://cl.computrabajo.com/trabajo-de-business-analyst-ti?p=2","","","Presencial y remoto",""
"1762061097-205","https://cl.computrabajo.com/trabajo-de-business-analyst-ti?p=2","","","$ 1.111.111,00 (Mensual)",""
"1762061097-206","https://cl.computrabajo.com/trabajo-de-business-analyst-ti?p=2","","","$ 1.400.000,00 (Mensual)",""
"1762061097-207","https://cl.computrabajo.com/trabajo-de-business-analyst-ti?p=2","","","$ 1.400.000,00 (Mensual)",""
"1762061097-208","https://cl.computrabajo.com/trabajo-de-business-analyst-ti?p=2","","","$ 1.400.000,00 (Mensual)",""
"1762061097-209","https://cl.computrabajo.com/trabajo-de-business-analyst-ti?p=2","","","$ 1.400.000,00 (Mensual)",""
"1762061097-210","https://cl.computrabajo.com/trabajo-de-business-analyst-ti?p=2","","","$ 1.400.000,00 (Mensual)",""
"1762061097-211","https://cl.computrabajo.com/trabajo-de-business-analyst-ti?p=2","","","$ 1.400.000,00 (Mensual)",""
"1762061097-212","https://cl.computrabajo.com/trabajo-de-business-analyst-ti?p=2","","","$ 1.400.000,00 (Mensual)",""
"1762061097-213","https://cl.computrabajo.com/trabajo-de-business-analyst-ti?p=2","","","$ 1.400.000,00 (Mensual)",""
"1762061097-214","https://cl.computrabajo.com/trabajo-de-business-analyst-ti?p=2","","","$ 1.400.000,00 (Mensual)",""
"1762061097-215","https://cl.computrabajo.com/trabajo-de-business-analyst-ti?p=2","","","$ 1.400.000,00 (Mensual)",""
"1762061097-216","https://cl.computrabajo.com/trabajo-de-business-analyst-ti?p=2","","","$ 1.400.000,00 (Mensual)",""
"1762061097-217","https://cl.computrabajo.com/trabajo-de-business-analyst-ti?p=2","","","$ 1.400.000,00 (Mensual)",""
"1762061100-218","https://cl.computrabajo.com/trabajo-de-business-analyst-ti#387C6728FFEB9CDF61373E686DCF3405","Business Analyst Financiero","","",""
"1762061100-219","https://cl.computrabajo.com/trabajo-de-business-analyst-ti#387C6728FFEB9CDF61373E686DCF3405","Business Analyst – Proyectos Digitales / Ecommerce","","",""
"1762061100-220","https://cl.computrabajo.com/trabajo-de-business-analyst-ti#387C6728FFEB9CDF61373E686DCF3405","Analista de Business Intelligence / Soctor Utilities","","",""
"1762061100-221","https://cl.computrabajo.com/trabajo-de-business-analyst-ti#387C6728FFEB9CDF61373E686DCF3405","Business Analyst –Digital Analytics","","",""
"1762061100-222","https://cl.computrabajo.com/trabajo-de-business-analyst-ti#387C6728FFEB9CDF61373E686DCF3405","Analista de Business Intelligence","","",""
"1762061100-223","https://cl.computrabajo.com/trabajo-de-business-analyst-ti#387C6728FFEB9CDF61373E686DCF3405","Analista de Business Intelligence: Estación Central (presencial y teletrabajo)","","",""
