title,descripcion,salario,experience_text,url,company,location,source,salario_numerico
Administrador de Contrato Proyecto EPC Subestación Eléctrica,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=7,No especificada,Chile,Computrabajo,0.0
Coordinador Operacional de Procesos y Experiencia Cliente (Proyecto),nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=7,No especificada,Chile,Computrabajo,0.0
Administrador Senior de Contratos,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=7,No especificada,Chile,Computrabajo,0.0
Ejecutivo/a Telefónico/a. Call Center. Exp. Productos Intangibles,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=7,No especificada,Chile,Computrabajo,0.0
Encargado de Planificación,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=7,No especificada,Chile,Computrabajo,0.0
Jefe de Terreno Concepción,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=7,No especificada,Chile,Computrabajo,0.0
"Encargado de control documental,  Oficina técnica",nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=7,No especificada,Chile,Computrabajo,0.0
Encargado de proyecto y Servicios Generales $1.400.000 liquidos + colacion y bus /Lun a vie,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=7,No especificada,Chile,Computrabajo,0.0
Ejecutivo Cobranza Soporte Prejudicial,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=7,No especificada,Chile,Computrabajo,0.0
Ejecutivo Cobranza Soporte judicial,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=7,No especificada,Chile,Computrabajo,0.0
Ejecutivo de cobranza pre judicial,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=7,No especificada,Chile,Computrabajo,0.0
Ejecutivo Comercial Rancagua rubro salud,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=7,No especificada,Chile,Computrabajo,0.0
Jefe de Planificación de Mantenimiento,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=7,No especificada,Chile,Computrabajo,0.0
Ejecutivo/a Telefónico Call Center. Experiencia Servicios Financieros,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=7,No especificada,Chile,Computrabajo,0.0
Jefe Departamento Estudio de Proyectos MK / Lampa (contamos con buses de acercamiento),nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=6,No especificada,Chile,Computrabajo,0.0
Administrador de obra,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=6,No especificada,Chile,Computrabajo,0.0
Administrador/a de Contrato – Proyecto de Subestaciones Eléctricas en la Región Metropolitana,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=6,No especificada,Chile,Computrabajo,0.0
Ejecutivo post venta call center,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=6,No especificada,Chile,Computrabajo,0.0
Supervisor de Mantenimiento – Proyecto de Subestaciones Eléctricas en la Región Metropolitana,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=6,No especificada,Chile,Computrabajo,0.0
Coordinador/a de Transporte con Licencia Clase B (proyecto),nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=6,No especificada,Chile,Computrabajo,0.0
Administrador de contratos/ Experiencia en la administración de proyectos ( Sistemas eléctricos),nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=6,No especificada,Chile,Computrabajo,0.0
Encargado/a de Planificación y Gestión – San Felipe,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=6,No especificada,Chile,Computrabajo,0.0
Administrador de Contrato Junior,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=6,No especificada,Chile,Computrabajo,0.0
Encargado/a de Control de costos,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=6,No especificada,Chile,Computrabajo,0.0
PMO / Gerente de Proyectos / Faena Minera,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=6,No especificada,Chile,Computrabajo,0.0
Planificador Líder de Mantencion Industrial,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=6,No especificada,Chile,Computrabajo,0.0
Administrador de Contrato,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=6,No especificada,Chile,Computrabajo,0.0
Jefe General de Operaciones Eléctricas,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=6,No especificada,Chile,Computrabajo,0.0
Jefe de Proyectos  – Mesa de Dinero,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=6,No especificada,Chile,Computrabajo,0.0
Jefe de Oficina Técnica,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=6,No especificada,Chile,Computrabajo,0.0
Supervisor Eléctrico / Instrumentista e Inspector Técnico de Obra ITO,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=6,No especificada,Chile,Computrabajo,0.0
Administrador de Contrato (Proyectos de Infraestructura TI),nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=5,No especificada,Chile,Computrabajo,0.0
Jefe de Proyectos TI con Experiencia en Corredora de Bolsa,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=5,No especificada,Chile,Computrabajo,0.0
"Administrador de Contrato Part Time, Proyecto Calama",nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=5,No especificada,Chile,Computrabajo,0.0
Program Manager,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=5,No especificada,Chile,Computrabajo,0.0
Jefe de proyectos – Desarrollo de software,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=5,No especificada,Chile,Computrabajo,0.0
Coordinador/a de Planificación,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=5,No especificada,Chile,Computrabajo,0.0
Jefe Medio Ambiente experiencia en gestión ambiental,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=5,No especificada,Chile,Computrabajo,0.0
Ejecutivo/a Telefónico. Experiencia en Rentas Vitalicias,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=5,No especificada,Chile,Computrabajo,0.0
"Encargado de Planificación y Control, y Control Documental",nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=5,No especificada,Chile,Computrabajo,0.0
SysAdmin (Administrador/a de Sistemas),nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=5,No especificada,Chile,Computrabajo,0.0
Ingeniero QA Técnico / Gestor de Datos y Ambientes (GDA),nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=5,No especificada,Chile,Computrabajo,0.0
Subgerente de Planificación y Gestión Operativa Regional,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=5,No especificada,Chile,Computrabajo,0.0
Jefe de Integraciones y Estandarización,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=5,No especificada,Chile,Computrabajo,0.0
Jefe Técnico de Líneas,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=5,No especificada,Chile,Computrabajo,0.0
Encargado de Planificación y Control de Mantenimiento,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=5,No especificada,Chile,Computrabajo,0.0
Practica Project Manager,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=4,No especificada,Chile,Computrabajo,0.0
"Project Manager – Fintech (Remoto, Buenos Aires/Chile)",nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=4,No especificada,Chile,Computrabajo,0.0
Facility Manager (mantenimiento y limpieza),nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=4,No especificada,Chile,Computrabajo,0.0
Jefe de Operaciones – Soporte TI,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=4,No especificada,Chile,Computrabajo,0.0
Jefe de Proyectos TI (Área Bancaria),nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=4,No especificada,Chile,Computrabajo,0.0
Analista de sistemas,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=4,No especificada,Chile,Computrabajo,0.0
Ingeniero/a de proyecto,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=4,No especificada,Chile,Computrabajo,0.0
Jefe de Proyectos TI,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=4,No especificada,Chile,Computrabajo,0.0
"Analista de sistemas, Conocimientos en seguros (excluyente)",nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=4,No especificada,Chile,Computrabajo,0.0
Jefe de Proyectos TI / Ingles Avanzado,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=4,No especificada,Chile,Computrabajo,0.0
Jefe de Proyectos SAP,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=4,No especificada,Chile,Computrabajo,0.0
Líder de Proyectos de Implementación de Sistemas,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=4,No especificada,Chile,Computrabajo,0.0
Encargado/a Planificación y Gestión San Felipe,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=4,No especificada,Chile,Computrabajo,0.0
Supervisor de Operaciones de Transporte,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=4,No especificada,Chile,Computrabajo,0.0
Jefe de Proyecto OnPremise,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=3,No especificada,Chile,Computrabajo,0.0
Gerente de proyecto Fintech,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=3,No especificada,Chile,Computrabajo,0.0
Jefe de proyecto con experiencia ferroviario,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=3,No especificada,Chile,Computrabajo,0.0
Project Manager TI / Ingles Avanzado,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=3,No especificada,Chile,Computrabajo,0.0
Project Manager TI,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=3,No especificada,Chile,Computrabajo,0.0
Project Manager TI / Área Bancaria,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=3,No especificada,Chile,Computrabajo,0.0
Project Manager / Ingles Conversacional,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=3,No especificada,Chile,Computrabajo,0.0
Project Manager TI / Experiencia en Banca,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=3,No especificada,Chile,Computrabajo,0.0
Jefe/a de Proyectos Senior – Construcción de Red (Proyecto),nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=3,No especificada,Chile,Computrabajo,0.0
Asistente de Jefe de Proyecto (Inmobiliaria),nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=3,No especificada,Chile,Computrabajo,0.0
Jefe de Proyecto,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=3,No especificada,Chile,Computrabajo,0.0
Project Manager TI / Dominio de Ingles Conversacional,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=3,No especificada,Chile,Computrabajo,0.0
Líder Senior de QA Automation,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=3,No especificada,Chile,Computrabajo,0.0
Wireless Project Manager (Bilingüe),nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=3,No especificada,Chile,Computrabajo,0.0
Jefe de Proyecto – Rancagua,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=3,No especificada,Chile,Computrabajo,0.0
Consultor Auditor Líder de Estrategia,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=3,No especificada,Chile,Computrabajo,0.0
Jefe/a de Cajeros,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=3,No especificada,Chile,Computrabajo,0.0
Gerente Técnico,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=2,No especificada,Chile,Computrabajo,0.0
Jefe de Proyecto On Premise,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=2,No especificada,Chile,Computrabajo,0.0
Jefe de Proyecto PMP,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=2,No especificada,Chile,Computrabajo,0.0
Project manager Industria eléctrica,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=2,No especificada,Chile,Computrabajo,0.0
Project Manager TI – PMO,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=2,No especificada,Chile,Computrabajo,0.0
Líder Proyectos Logisticos,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=2,No especificada,Chile,Computrabajo,0.0
Jefe de Servicio (Proyecto),nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=2,No especificada,Chile,Computrabajo,0.0
Community manager (Proyecto por 1 mes),nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=2,No especificada,Chile,Computrabajo,0.0
Senior Project Manager Oracle Fusion Cloud ERP Order to Cash e Impuestos,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=2,No especificada,Chile,Computrabajo,0.0
Jefe de proyecto,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=2,No especificada,Chile,Computrabajo,0.0
Jefe de Proyecto Senior,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=2,No especificada,Chile,Computrabajo,0.0
Project Manager Senior / Oracle Fusion Cloud,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=2,No especificada,Chile,Computrabajo,0.0
Project manager,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=2,No especificada,Chile,Computrabajo,0.0
Jefe de Proyecto para empresa de control de incendio santiago,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=2,No especificada,Chile,Computrabajo,0.0
Jefe de Proyecto/ Santiago,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti?p=2,No especificada,Chile,Computrabajo,0.0
Project Manager Energía Renovable (Región Metropolitana),nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti,No especificada,Chile,Computrabajo,0.0
Líder de Proyecto,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti,No especificada,Chile,Computrabajo,0.0
Jefe de Puesta en Servicio  – Proyecto de Subestaciones Eléctricas en la Región Metropolitana,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti,No especificada,Chile,Computrabajo,0.0
Jefe de Proyecto para Centrales de incendio santiago,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti,No especificada,Chile,Computrabajo,0.0
Jefe/a de Proyecto de Ingeniería,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti,No especificada,Chile,Computrabajo,0.0
Agrónomo (Jefe de Proyecto) experiencia en proyectos de infraestructura eléctrica,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti,No especificada,Chile,Computrabajo,0.0
jefe de Proyecto,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti,No especificada,Chile,Computrabajo,0.0
Project Manager Junior (PM Junior),nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti,No especificada,Chile,Computrabajo,0.0
Project Manager Servicio de Datos Analíticas Azure Fabric,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti,No especificada,Chile,Computrabajo,0.0
Jefe de Proyecto Geotécnia,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti,No especificada,Chile,Computrabajo,0.0
Jefe de Proyecto TI,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti,No especificada,Chile,Computrabajo,0.0
Project Manager / Conocimiento en AWS,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti,No especificada,Chile,Computrabajo,0.0
"Project Manager, proyectos de energía",nan,nan,nan,https://cl.computrabajo.com/trabajo-de-project-manager-ti,No especificada,Chile,Computrabajo,0.0
Asesor  Comercial Con Experiencia en Ventas Santiago,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=13,No especificada,Chile,Computrabajo,0.0
Sales Analyst,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=13,No especificada,Chile,Computrabajo,0.0
Asesor de servicio en Tienda de Retail Quilpué,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=13,No especificada,Chile,Computrabajo,0.0
Asesor de servicio en Tienda de Retail ABC,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=13,No especificada,Chile,Computrabajo,0.0
Analista de Tesoreria,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=13,No especificada,Chile,Computrabajo,0.0
"Reponedores Nocturnos para supermercado en San Bernardo, fines de semana desde hoy",nan,nan,nan,https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=13,No especificada,Chile,Computrabajo,0.0
"Reponedores Nocturnos de supermercado en Buin, desde hoy.",nan,nan,nan,https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=13,No especificada,Chile,Computrabajo,0.0
Asesor Polifuncional tienda ABC La Serena,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=13,No especificada,Chile,Computrabajo,0.0
"Reponedores Nocturnos de supermercado en Paine, ingreso desde Hoy",nan,nan,nan,https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=13,No especificada,Chile,Computrabajo,0.0
Asesor Colorista Retail Calama,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=12,No especificada,Chile,Computrabajo,0.0
Consultor de ventas,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=12,No especificada,Chile,Computrabajo,0.0
Asesor de servicio en Tienda de Retail La Polar,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=12,No especificada,Chile,Computrabajo,0.0
analista qa,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=12,No especificada,Chile,Computrabajo,0.0
Analista comercial,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=12,No especificada,Chile,Computrabajo,0.0
Asesor Financiero en tienda de Retail ABC,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=12,No especificada,Chile,Computrabajo,0.0
Asesor/a Comercial de Ventas Santiago,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=11,No especificada,Chile,Computrabajo,0.0
Analista control gestión (Tableau) área de Supply Chain,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=11,No especificada,Chile,Computrabajo,0.0
Ingenieros Industriales Analista en Digitalización de Procesos,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=11,No especificada,Chile,Computrabajo,0.0
Asesor en Prevención de Riesgos,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=11,No especificada,Chile,Computrabajo,0.0
Analista control gestión con experiencia en Tableau,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=11,No especificada,Chile,Computrabajo,0.0
Junior Analista control gestión con experiencia en Tableau,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=11,No especificada,Chile,Computrabajo,0.0
Asesor Comercial Freelance IV,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=11,No especificada,Chile,Computrabajo,0.0
Analista Operaciones Junior,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=11,No especificada,Chile,Computrabajo,0.0
Analista de operaciones financieras,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=11,No especificada,Chile,Computrabajo,0.0
Analista Comercial/Providencia,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=10,No especificada,Chile,Computrabajo,0.0
Soporte de Sistemas /  Analista de Sistemas,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=10,No especificada,Chile,Computrabajo,0.0
Consultor SAP FICA (Freelance),nan,nan,nan,https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=10,No especificada,Chile,Computrabajo,0.0
Analista de Operaciones,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=10,No especificada,Chile,Computrabajo,0.0
Asesor/a Asuntos Corporativos (reemplazo pre y post natal),nan,nan,nan,https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=10,No especificada,Chile,Computrabajo,0.0
Asesor Comercial Freelance Puerto Montt,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=10,No especificada,Chile,Computrabajo,0.0
Consultor Power Platform Copilot Gen AI,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=10,No especificada,Chile,Computrabajo,0.0
Consultor SAP MM – Retail,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=10,No especificada,Chile,Computrabajo,0.0
Asesor en Prevención de Riesgos Turno Nocturno 8X6,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=10,No especificada,Chile,Computrabajo,0.0
Analista de reclutamiento y selección de personal,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=10,No especificada,Chile,Computrabajo,0.0
Analista de Costos Corporativos,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=9,No especificada,Chile,Computrabajo,0.0
Coordinador Call Center  44 hrs,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=9,No especificada,Chile,Computrabajo,0.0
Analista Comercial Calama / maquinaria mineria,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=9,No especificada,Chile,Computrabajo,0.0
Asesor Consultivo Telefónico,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=9,No especificada,Chile,Computrabajo,0.0
Asesor Prevención de Riesgos,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=9,No especificada,Chile,Computrabajo,0.0
Analista de Proyectos / Las Condes,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=9,No especificada,Chile,Computrabajo,0.0
Analista de Seguridad de la Informacio  Banca,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=9,No especificada,Chile,Computrabajo,0.0
Asesor comercial en terreno RM,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=9,No especificada,Chile,Computrabajo,0.0
Coordinador(a) de Migración y Analista Funcional,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=9,No especificada,Chile,Computrabajo,0.0
Consultor SPCI (sistema de protección contra incendios),nan,nan,nan,https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=9,No especificada,Chile,Computrabajo,0.0
Analista de Datos Comercial,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=8,No especificada,Chile,Computrabajo,0.0
Analista Senior de abastecimiento – Las Condes (modalidad híbrida),nan,nan,nan,https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=7,No especificada,Chile,Computrabajo,0.0
Analista Servicio Atención Al Cliente,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=7,No especificada,Chile,Computrabajo,0.0
"Analista SAC, Las Condes",nan,nan,nan,https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=7,No especificada,Chile,Computrabajo,0.0
Ejecutivo Servicio al cliente y cajero/a,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=7,No especificada,Chile,Computrabajo,0.0
Analista SGI Proyecto Las Condes,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=7,No especificada,Chile,Computrabajo,0.0
Analista de Impuestos,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=7,No especificada,Chile,Computrabajo,0.0
Analista de Negocios,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=7,No especificada,Chile,Computrabajo,0.0
"Se busca de Analista SAC con experiencia, 700.000 líquidos",nan,nan,nan,https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=7,No especificada,Chile,Computrabajo,0.0
Analista de Operaciones Senior,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=7,No especificada,Chile,Computrabajo,0.0
Analista de control con exp en Seguros,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=7,No especificada,Chile,Computrabajo,0.0
Supervisor Tributario,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=7,No especificada,Chile,Computrabajo,0.0
Analista Senior de Licitaciones,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=7,No especificada,Chile,Computrabajo,0.0
Analista de Riesgos Control de Gestión Riesgo,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=6,No especificada,Chile,Computrabajo,0.0
Analista de Nomina,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=6,No especificada,Chile,Computrabajo,0.0
Analista de Procesos TI,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=6,No especificada,Chile,Computrabajo,0.0
Ingeniero control de gestión Junior (con estudios en la carrera),nan,nan,nan,https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=6,No especificada,Chile,Computrabajo,0.0
Analista de control de gestión (Ingeniero control de gestión),nan,nan,nan,https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=6,No especificada,Chile,Computrabajo,0.0
Analista SAC,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=6,No especificada,Chile,Computrabajo,0.0
Administrativo Comercio Exterior/La Florida,nan,nan,nan,https://cl.computrabajo.com/trabajo-de-analista-de-procesos-de-negocio?p=6,No especificada,Chile,Computrabajo,0.0
